treatment,reference_level,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl,cluster
AZD4573 (1h),Unperturbed,7,0.011828864477537674,unnormalised,NA,0.8773916205159474,0.8132245617178012,0.9466217475348905,-0.18870716685004502,-0.29827430551221606,-0.07914002818787377,all
AZD4573 (1h),Unperturbed,7,0.0064668181226214426,unnormalised,NA,0.43211400576504677,0.2812335596999434,0.6639410822006263,-1.2105161022834554,-1.8301593328958567,-0.5908728716710542,Cajal bodies
AZD4573 (1h),Unperturbed,7,0.04818667117099229,unnormalised,NA,0.46745631354894435,0.25054020150415235,0.8721770149655899,-1.0970965516438365,-1.9968859790627753,-0.19730712422489777,Nuclear periphery
AZD4573 (1h),Unperturbed,7,3.4744043277522513e-4,unnormalised,NA,1.3690809275006075,1.244593068754108,1.5060204279638663,0.45320772800781123,0.3156741168674763,0.5907413391481459,Nuclear speckles
AZD4573 (1h),Unperturbed,7,0.12070165633836502,unnormalised,NA,0.9230385959094203,0.8445482422568555,1.0088236608742027,-0.11553712094593625,-0.24374825992834262,0.01267401803647007,Nucleolus
AZD4573 (1h),Unperturbed,7,0.8738953088915293,unnormalised,NA,1.0078822636278184,0.9179371108441515,1.1066407985198055,0.011327119392486332,-0.12353277891844532,0.14618701770341766,Nucleoplasm
AZD4573 (1h),Unperturbed,7,0.6631157111706265,unnormalised,NA,0.9559788780561774,0.7873444133434241,1.1607316947976165,-0.06494935205816166,-0.34493323332334125,0.21503452920701793,PML bodies
AZD4573 (1h),Unperturbed,7,0.004497665378365229,relative_to_all,NA,0.4104281486709733,0.2684994515931808,0.6273802952741704,-1.2847984152206622,-1.8970089533604975,-0.6725878770808272,Cajal bodies
AZD4573 (1h),Unperturbed,7,0.04103841944628879,relative_to_all,NA,0.44520496883355754,0.2360213229789334,0.8397862607175554,-1.1674584005194188,-2.083010891375141,-0.251905909663697,Nuclear periphery
AZD4573 (1h),Unperturbed,7,9.467464216648653e-4,relative_to_all,NA,1.3014977352342478,1.1840099922031908,1.430643631366569,0.38017280127782066,0.24368125633946547,0.5166643462161753,Nuclear speckles
AZD4573 (1h),Unperturbed,7,0.027207064000781253,relative_to_all,NA,0.8761341953480942,0.7982068296710494,0.9616694567429276,-0.19077623403853822,-0.325165471900868,-0.056386996176208286,Nucleolus
AZD4573 (1h),Unperturbed,7,0.2939120044936505,relative_to_all,NA,0.9570426430843944,0.8871354499098177,1.0324585955561498,-0.06334488637693465,-0.1727736994992713,0.04608392674540214,Nucleoplasm
AZD4573 (1h),Unperturbed,7,0.3557951972585053,relative_to_all,NA,0.9076653717383669,0.7490488734282928,1.0998700569193451,-0.1397675765707755,-0.4168682411535322,0.1373330880119812,PML bodies
