treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
AZD4573 (2.5h) - Unperturbed,all,6,2.6838303623358256e-4,unnormalised,NA,NA,1.1205242870817285,1.0881562297206075,1.1538551576021343,0.16417391923887784,0.12188570333669711,0.2064621351410586
AZD4573 (2.5h) - Unperturbed,0,6,1.1124769811847931e-4,unnormalised,NA,NA,0.15504874694515863,0.10290516224786173,0.2336142658359529,-2.6892062282938762,-3.2806127378976258,-2.0977997186901276
AZD4573 (2.5h) - Unperturbed,0 - all,6,8.655629363746961e-5,relative_to_all,NA,6,0.13837160758823402,0.09127684848161557,0.2097651497072518,-2.8533801475327545,-3.453607209261575,-2.2531530858039335
AZD4573 (2.5h) - Unperturbed,all,6,3.9755707672323593e-4,unnormalised,NA,NA,1.120407507257381,1.0857025355638183,1.1562218390388113,0.16402355529291554,0.11862888283693694,0.20941822774889451
AZD4573 (2.5h) - Unperturbed,1,6,2.7731802421316875e-5,unnormalised,NA,NA,0.6084005530359746,0.5584552069045927,0.6628127526756448,-0.7169066304148682,-0.8404865265658855,-0.5933267342638506
AZD4573 (2.5h) - Unperturbed,1 - all,6,7.053530699276166e-6,relative_to_all,NA,6,0.543017204985768,0.4996820538940213,0.5901106165663792,-0.8809301857077839,-1.0009176903477361,-0.7609426810678313
AZD4573 (2.5h) - Unperturbed,all,6,2.62604567038288e-4,unnormalised,NA,NA,1.1206417774271435,1.0883668726580846,1.1538737762644073,0.16432518222783896,0.12216495010592565,0.2064854143497522
AZD4573 (2.5h) - Unperturbed,2,6,0.00828604898327092,unnormalised,NA,NA,3.483843599686504,1.8509021854527634,6.557432544231209,1.8006798584312136,0.8882286551809615,2.713131061681466
AZD4573 (2.5h) - Unperturbed,2 - all,6,0.01138227923443779,relative_to_all,NA,6,3.1087932556690703,1.676184500078294,5.765830376096467,1.6363546762033743,0.7451809573297443,2.5275283950770047
AZD4573 (2.5h) - Unperturbed,all,6,2.8877407420569383e-4,unnormalised,NA,NA,1.120343762257385,1.087599279267483,1.1540740873554196,0.16394147157693023,0.12114710042752401,0.2067358427263368
AZD4573 (2.5h) - Unperturbed,3,6,1.819591368294416e-4,unnormalised,NA,NA,1.5396313771682157,1.388079290278318,1.7077300945002964,0.6225849781993659,0.4730899803254675,0.772079976073264
AZD4573 (2.5h) - Unperturbed,3 - all,6,0.0013285982765015498,relative_to_all,NA,6,1.3742490733969066,1.230562145734954,1.5347136447174818,0.45864350662243564,0.29931751848657184,0.6179694947582994
AZD4573 (2.5h) - Unperturbed,all,6,2.718100126957208e-4,unnormalised,NA,NA,1.1212182808536557,1.0885825050494058,1.154832479384162,0.1650671720320159,0.12245075535782277,0.20768358870620923
AZD4573 (2.5h) - Unperturbed,4,6,0.003062177331803464,unnormalised,NA,NA,1.3655427506657691,1.2017881766036376,1.5516103754370976,0.44947448086120034,0.2651826335751901,0.6337663281472106
AZD4573 (2.5h) - Unperturbed,4 - all,6,0.04052148890897257,relative_to_all,NA,6,1.217909816477567,1.0498802643512086,1.4128318927768915,0.28440730882918425,0.07022480229453537,0.49858981536383346
AZD4573 (2.5h) - Unperturbed,all,6,2.705613084370754e-4,unnormalised,NA,NA,1.1201963642656256,1.0878730600865523,1.1534800709322555,0.16375165096221522,0.12151022362141797,0.2059930783030123
AZD4573 (2.5h) - Unperturbed,5,6,0.04696399790967557,unnormalised,NA,NA,1.6614220648011477,1.1146775213048834,2.4763424619676293,0.7324186196251983,0.15662639561194405,1.308210843638453
AZD4573 (2.5h) - Unperturbed,5 - all,6,0.10326087037583287,relative_to_all,NA,6,1.4831525237901813,0.9918367202267464,2.217846308737486,0.5686669686629833,-0.011825456440231365,1.149159393766198
AZD4573 (2.5h) - Unperturbed,all,6,2.571633522257349e-4,unnormalised,NA,NA,1.1207185178109609,1.088542974549301,1.153845117308698,0.16442397310179854,0.12239836475654065,0.20644958144705675
AZD4573 (2.5h) - Unperturbed,6,6,0.07940018938863684,unnormalised,NA,NA,0.40413417089740417,0.1741753739307672,0.9377010331658707,-1.3070937535119795,-2.5213874343227203,-0.09280007270123879
AZD4573 (2.5h) - Unperturbed,6 - all,6,0.0585341350120067,relative_to_all,NA,6,0.3606027423253233,0.15297499088802613,0.8500365779902246,-1.471517726613778,-2.7086322816489945,-0.23440317157856133
AZD4573 (2.5h) - Unperturbed,all,6,2.687218414818929e-4,unnormalised,NA,NA,1.1203924957446636,1.088053908977297,1.1536922335960733,0.1640042255580665,0.12175003847011266,0.2062584126460207
AZD4573 (2.5h) - Unperturbed,7,6,0.03448564076691332,unnormalised,NA,NA,2.909248674475381,1.3490006254118434,6.274072591591889,1.5406466192635981,0.43189101713596245,2.649402221391234
AZD4573 (2.5h) - Unperturbed,7 - all,6,0.04820523969444269,relative_to_all,NA,6,2.5966334882864084,1.2192276288376866,5.530144915530009,1.3766423937055317,0.2859675011324228,2.4673172862786403
AZD4573 (2.5h) - Unperturbed,all,6,2.8567057694493824e-4,unnormalised,NA,NA,1.1202781521753737,1.0876155590992822,1.1539216479036285,0.1638569813384233,0.12116869538190693,0.2065452672949398
AZD4573 (2.5h) - Unperturbed,8,6,0.1405051552458176,unnormalised,NA,NA,1.2302149744571564,0.9684856704344449,1.5626755558497065,0.2989104419740093,-0.04619739179564529,0.6440182757436637
AZD4573 (2.5h) - Unperturbed,8 - all,6,0.4756783841972043,relative_to_all,NA,6,1.0981335055658326,0.8627818857284992,1.397684879566163,0.13505346063558593,-0.21293220773067265,0.4830391290018445
AZD4573 (2.5h) - Unperturbed,all,6,2.76282313712772e-4,unnormalised,NA,NA,1.1198540727743087,1.0875053956793057,1.1531649859317294,0.1633107481747249,0.12102255893880551,0.20559893741064397
AZD4573 (2.5h) - Unperturbed,9,6,0.013282663650321007,unnormalised,NA,NA,0.43801284288010073,0.2748295696885176,0.6980880941790577,-1.1909549234906023,-1.863390858751926,-0.5185189882292787
AZD4573 (2.5h) - Unperturbed,9 - all,6,0.006486141800633793,relative_to_all,NA,6,0.3911338571060198,0.24922400283938398,0.613848154397978,-1.3542656716653272,-2.0044850734366073,-0.7040462698940468
