EU_bin,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
upper - lower,ER (peripheral) - all,2245,0.04140991133461816,relative_to_all,01_CDK9_pT186,2245,0.9682460358472628,0.9386962270960061,0.9987260616080595,-0.04655440524381269,-0.09126973420335152,-0.0018390762842738907
upper - lower,all,2246,2.6342426569927547e-4,unnormalised,01_CDK9_pT186,NA,1.0475188946221945,1.0217608010689718,1.073926337203881,0.06697626677130401,0.031057494218644385,0.10289503932396361
upper - lower,Focal adhesions,2246,0.5927095149960422,unnormalised,01_CDK9_pT186,NA,0.9946352651422702,0.9752259787079625,1.01443084194221,-0.007760511581062701,-0.03619153696252084,0.02067051380039529
upper - lower,Focal adhesions - all,2246,1.863494941526591e-5,relative_to_all,01_CDK9_pT186,2246,0.9495153454974217,0.9273059818306029,0.9722566326545983,-0.07473677835236663,-0.10888263345706303,-0.040590923247670246
upper - lower,all,2246,2.2302010828137393e-4,unnormalised,01_CDK9_pT186,NA,1.0480460313028093,1.022296672727571,1.0744439584244627,0.06770208297640061,0.03181393028958267,0.10359023566321841
upper - lower,Golgi apparatus,2246,2.638666312866773e-9,unnormalised,01_CDK9_pT186,NA,0.918677214436978,0.8934764923222963,0.9445887290577397,-0.12237004831549515,-0.16249832293026856,-0.08224177370072193
upper - lower,Golgi apparatus - all,2246,7.093072205887642e-18,relative_to_all,01_CDK9_pT186,2246,0.8765618942280474,0.8508865870082121,0.9030119479427722,-0.19007213129189587,-0.23296124413318395,-0.1471830184506076
upper - lower,all,2241,2.3797285068022958e-4,unnormalised,01_CDK9_pT186,NA,1.0478230191595168,1.0220802995190872,1.0742141101801572,0.06739506139570661,0.03150854575408433,0.10328157703732846
upper - lower,HDAC3 foci,2241,0.43422073889273083,unnormalised,01_CDK9_pT186,NA,0.9874922256051898,0.9568315305135944,1.0191354115465538,-0.018158704811514964,-0.06366316337173328,0.027345753748703277
upper - lower,HDAC3 foci - all,2241,7.12836813286258e-4,relative_to_all,01_CDK9_pT186,2241,0.9424227255450833,0.9106523167277552,0.9753015254112006,-0.0855537662072214,-0.13502775071191353,-0.03607978170252931
upper - lower,all,2245,2.469079429636115e-4,unnormalised,01_CDK9_pT186,NA,1.0477541742191054,1.0219833807296475,1.0741748156509068,0.06730026913086297,0.031371735674878345,0.10322880258684755
upper - lower,Mitochondria (peripheral),2245,0.9730090343217944,unnormalised,01_CDK9_pT186,NA,0.9997231923888366,0.983820194493604,1.0158832548813108,-3.9940424952455056e-4,-0.0235334258834931,0.02273461738444401
upper - lower,Mitochondria (peripheral) - all,2245,2.1531555675244015e-4,relative_to_all,01_CDK9_pT186,2245,0.9541581575028641,0.9307724125994454,0.9781314714589155,-0.0676996733803875,-0.10349964391611358,-0.031899702844661544
upper - lower,all,2246,2.39263228207078e-4,unnormalised,01_CDK9_pT186,NA,1.0477753487594412,1.0220488917998853,1.0741493780543345,0.06732942491607297,0.03146421219538938,0.10319463763675651
upper - lower,Nuclear periphery,2246,1.5403828588227908e-36,unnormalised,01_CDK9_pT186,NA,0.8656852121109793,0.8468538335701287,0.8849353415669126,-0.208085579734543,-0.23981511208407463,-0.17635604738501148
upper - lower,Nuclear periphery - all,2246,2.4436140504621307e-41,relative_to_all,01_CDK9_pT186,2246,0.8262126162215446,0.804025241819286,0.849012259439832,-0.2754150046506159,-0.3146873003539675,-0.23614270894726438
upper - lower,all,2225,2.5819642646305024e-4,unnormalised,01_CDK9_pT186,NA,1.0475902871015974,1.0218294707401632,1.0740005461328803,0.06707458868877704,0.031154450438774375,0.10299472693877973
upper - lower,Nuclear speckles,2225,2.710983640661879e-33,unnormalised,01_CDK9_pT186,NA,1.1938975040250706,1.1604435461026903,1.2283158925778173,0.2556789867016369,0.21467633936592445,0.29668163403734954
upper - lower,Nuclear speckles - all,2225,2.3095381700936216e-20,relative_to_all,01_CDK9_pT186,2225,1.1396607230182196,1.108813131397087,1.1713665060531075,0.1886043980128602,0.1490162481661183,0.22819254785960197
upper - lower,all,2246,2.2928956250227157e-4,unnormalised,01_CDK9_pT186,NA,1.0479157644319212,1.0221882424179871,1.074290824112119,0.06752275206564956,0.031660902141605975,0.10338460198969308
upper - lower,Nucleolus,2246,7.224449234427122e-11,unnormalised,01_CDK9_pT186,NA,1.0988450978489235,1.0682735207011471,1.13029156453687,0.13598802658197662,0.09528108189179638,0.17669497127215664
upper - lower,Nucleolus - all,2246,9.775880348509318e-5,relative_to_all,01_CDK9_pT186,2246,1.0486005985840008,1.0239073570505592,1.0738893590120282,0.06846527451632692,0.034085186460849716,0.10284536257180438
upper - lower,all,2246,2.700550549921304e-4,unnormalised,01_CDK9_pT186,NA,1.047346033376671,1.0216379982539647,1.0737009738327734,0.06673817403423886,0.030884089974216003,0.10259225809426194
upper - lower,Nucleoplasm,2246,8.397243661698146e-17,unnormalised,01_CDK9_pT186,NA,1.0807930329660247,1.0613559726973623,1.100586052330039,0.1120902798708296,0.08590860904532778,0.13827195069633155
upper - lower,Nucleoplasm - all,2246,0.0021412543704460965,relative_to_all,01_CDK9_pT186,2246,1.0319350038320378,1.0114541447714722,1.052830578270485,0.045352105836590786,0.016430915437100083,0.07427329623608145
upper - lower,all,2246,2.3148774451125e-4,unnormalised,01_CDK9_pT186,NA,1.0479101594253768,1.0221688521912295,1.0742997107306502,0.06751503547520778,0.031633534922777665,0.10339653602763797
upper - lower,P-bodies,2246,0.0033639947530679257,unnormalised,01_CDK9_pT186,NA,0.9699563385855725,0.9504010618083586,0.9899139811273046,-0.044008287302816904,-0.07339164693808006,-0.01462492766755386
upper - lower,(P-bodies) - all,2246,2.9934688579555083e-13,relative_to_all,01_CDK9_pT186,2246,0.9256102060480543,0.9066972640747847,0.9449176560762802,-0.11152332277802471,-0.14130716323363646,-0.08173948232241297
upper - lower,all,2246,2.3355573119625777e-4,unnormalised,01_CDK9_pT186,NA,1.0479653053833158,1.0221783237945972,1.0744028274931723,0.06759095487156301,0.031646903136717384,0.10353500660640899
upper - lower,PML bodies,2246,4.459005578898743e-34,unnormalised,01_CDK9_pT186,NA,1.2583364311250114,1.2133649058754592,1.3049747575763104,0.33151769536942693,0.2790134900522662,0.3840219006865874
upper - lower,PML bodies - all,2246,2.7687312977259264e-23,relative_to_all,01_CDK9_pT186,2246,1.2007424526947938,1.158667498436383,1.2443452842590206,0.2639267404978638,0.2124666170953809,0.31538686390034676
upper - lower,all,2246,2.4097378573069176e-4,unnormalised,01_CDK9_pT186,NA,1.0477611281831443,1.0220297818734705,1.0741403051085703,0.06730984429304085,0.031437236916574185,0.10318245166950733
upper - lower,Cytoplasm (combined),2246,0.026622553096568295,unnormalised,01_CDK9_pT186,NA,0.9837322414807536,0.9695803860268195,0.9980906553755095,-0.02366240783409845,-0.04456758055262508,-0.002757235115571665
upper - lower,Cytoplasm (combined) - all,2246,1.9413802475578987e-11,relative_to_all,01_CDK9_pT186,2246,0.9388898051472677,0.921842762965552,0.956252087257982,-0.09097225212713908,-0.1174074011037018,-0.06453710315057638
upper - lower,all,2246,2.1000960670753666e-4,unnormalised,01_CDK9_pT186,NA,1.0482056549903382,1.022475187667435,1.07458362648414,0.06792179734024095,0.03206583381398931,0.10377776086649235
upper - lower,Nucleus (combined),2246,2.206699011438427e-47,unnormalised,01_CDK9_pT186,NA,1.1960194667075927,1.1680080892898395,1.2247026179529714,0.2582408713871467,0.22405026594560376,0.2924314768286895
upper - lower,Nucleus (combined) - all,2246,2.4187163466923596e-31,relative_to_all,01_CDK9_pT186,2246,1.1410160410922578,1.1163379646292089,1.1662396579536558,0.19031907404690587,0.15877386057315845,0.22186428752065307
upper - lower,all,2246,0.05325968305197711,unnormalised,01_PABPC1,NA,0.9727700701175813,0.945928608962172,1.0003731786427088,-0.03982925380858037,-0.08019679016283343,5.382825456724796e-4
upper - lower,Cajal bodies,2246,3.7033564614980023e-6,unnormalised,01_PABPC1,NA,0.9294110046276275,0.901105274364482,0.958605881129868,-0.10561136780533398,-0.15023243176600268,-0.060990303844665486
upper - lower,Cajal bodies - all,2246,6.75917782655424e-4,relative_to_all,01_PABPC1,2246,0.9554272208593826,0.9306694897599732,0.980843558753078,-0.06578211399675367,-0.10365918289507811,-0.027905045098429178
upper - lower,all,2246,0.05116279187009539,unnormalised,01_PABPC1,NA,0.9725049828142612,0.9456469029086084,1.0001258806956297,-0.04022245284713633,-0.0806265017201239,1.8159602585135614e-4
upper - lower,Cell-cell contacts,2246,0.007004872823748356,unnormalised,01_PABPC1,NA,0.9510466759569969,0.9170076872055827,0.9863491794764823,-0.07241194673611047,-0.12499426701371996,-0.019829626458500754
upper - lower,(Cell-cell contacts) - all,2246,0.0918161233273095,relative_to_all,01_PABPC1,2246,0.977935016029257,0.9529048651559695,1.0036226390969352,-0.03218949388897412,-0.06959590742453763,0.00521691964658945
upper - lower,all,2246,0.05133187879923715,unnormalised,01_PABPC1,NA,0.9724752511356312,0.9455696584619802,1.0001464256050197,-0.04026655997436728,-0.08074435197844441,2.112320297095235e-4
upper - lower,Cytoplasm,2246,0.7588892875785783,unnormalised,01_PABPC1,NA,1.0068118649118916,0.964104439303034,1.051411123114586,0.009794123348403976,-0.05273865600144889,0.0723269026982571
upper - lower,Cytoplasm - all,2246,0.003719338983514981,relative_to_all,01_PABPC1,2246,1.0353084705612439,1.0113446219796864,1.0598401434297544,0.05006068332277163,0.016274688340934863,0.08384667830460797
upper - lower,all,2246,0.050724196318997404,unnormalised,01_PABPC1,NA,0.972492747172008,0.9456731897031835,1.0000729148290617,-0.040240604334029074,-0.080586398695443,1.051900273847329e-4
upper - lower,ER (perinuclear),2246,0.027939677210776764,unnormalised,01_PABPC1,NA,0.9750679024404777,0.953375843713477,0.9972535182624253,-0.03642540515016814,-0.06888302349307344,-0.003967786807262782
upper - lower,ER (perinuclear) - all,2246,0.7388979000287073,relative_to_all,01_PABPC1,2246,1.0026479943176525,0.9871790326086051,1.0183593525611196,0.0038151991838609417,-0.018616342491633357,0.026246740859355456
upper - lower,all,2246,0.05112352591824202,unnormalised,01_PABPC1,NA,0.9725345441504116,0.9457089982943954,1.0001210110844456,-0.040178599760884594,-0.08053177105085947,1.745715290902872e-4
upper - lower,ER (peripheral),2246,0.0012344212165230398,unnormalised,01_PABPC1,NA,0.9508017821328427,0.9221789923054334,0.9803129722646831,-0.07278348749278998,-0.11688129407135542,-0.02868568091422454
upper - lower,ER (peripheral) - all,2246,0.16254980288803203,relative_to_all,01_PABPC1,2246,0.977653480641601,0.9471411042916454,1.0091488204658507,-0.03260488773190548,-0.07834872167820771,0.013138946214396907
upper - lower,all,2246,0.052088029387747585,unnormalised,01_PABPC1,NA,0.9726288988083743,0.9457837487897713,1.0002360222489604,-0.04003863723205229,-0.0804177424147938,3.404679506891905e-4
upper - lower,Focal adhesions,2246,0.0027332776300734397,unnormalised,01_PABPC1,NA,0.9269542845067471,0.8821323743024099,0.974053634801586,-0.10942990505675845,-0.18093292955826693,-0.037926880555249856
upper - lower,Focal adhesions - all,2246,0.016489344931749972,relative_to_all,01_PABPC1,2246,0.9530400398779166,0.9163262368817173,0.9912248291628318,-0.06939126782470599,-0.12606676672063358,-0.012715768928778555
upper - lower,all,2246,0.049572806981208334,unnormalised,01_PABPC1,NA,0.9723759423642016,0.9455787379220183,0.9999325654958259,-0.04041389491974679,-0.0807304991343248,-9.729070516891668e-5
upper - lower,Golgi apparatus,2246,4.325683922317001e-6,unnormalised,01_PABPC1,NA,0.9338602632172723,0.9070626562103224,0.9614495594602218,-0.09872140431601568,-0.14072588516793894,-0.056716923464092454
upper - lower,Golgi apparatus - all,2246,1.1530433614853191e-4,relative_to_all,01_PABPC1,2246,0.9603901356780964,0.9408958714518362,0.9802882983050765,-0.05830750939626884,-0.08789302554933545,-0.028721993243202126
upper - lower,all,2243,0.049621402267288235,unnormalised,01_PABPC1,NA,0.9723779738509284,0.9455770650468024,0.9999385126622518,-0.04041088084603597,-0.08073305148751984,-8.871020455196202e-5
upper - lower,HDAC3 foci,2243,0.19056982474043171,unnormalised,01_PABPC1,NA,0.9751083338408911,0.9389995582373256,1.0126056550131426,-0.03636558473004833,-0.09080361573990946,0.018072446279812568
upper - lower,HDAC3 foci - all,2243,0.8420400482760653,relative_to_all,01_PABPC1,2243,1.0028079204418314,0.9755342563904149,1.0308440925711722,0.0040452961159875,-0.0357355601803503,0.04382615241232524
upper - lower,all,2245,0.05058199680738392,unnormalised,01_PABPC1,NA,0.9724589677535678,0.945623727216848,1.0000557481226087,-0.04029071704284203,-0.08066185938395168,8.042529826752887e-5
upper - lower,Mitochondria (peripheral),2245,1.4203965177066983e-5,unnormalised,01_PABPC1,NA,0.935974331210735,0.9084840531427189,0.9642964514950704,-0.09545912997480645,-0.1384669042076468,-0.05245135574196613
upper - lower,Mitochondria (peripheral) - all,2245,0.007809119984379561,relative_to_all,01_PABPC1,2245,0.9624820812469711,0.9357673116968396,0.9899595178652891,-0.05516841293196438,-0.09577826165455915,-0.01455856420936967
upper - lower,all,2246,0.05231415680704218,unnormalised,01_PABPC1,NA,0.9726584142850748,0.9458159463714714,1.000262677436385,-0.039994857753738795,-0.0803686291784462,3.789136709686253e-4
upper - lower,Nuclear periphery,2246,0.03175042065088907,unnormalised,01_PABPC1,NA,1.0340256105836594,1.0029458972182905,1.0660684353048375,0.048271918539183674,0.004243783497356767,0.09230005358101029
upper - lower,Nuclear periphery - all,2246,6.67924875420481e-11,relative_to_all,01_PABPC1,2246,1.063092238135513,1.0438344273700064,1.0827053382704406,0.08826677629292227,0.061892890302436394,0.1146406622834083
upper - lower,all,2225,0.05189437044386383,unnormalised,01_PABPC1,NA,0.9726306523133801,0.9458091576127342,1.0002127577272828,-0.04003603627016572,-0.08037898441061489,3.069118702832953e-4
upper - lower,Nuclear speckles,2225,2.175555967175112e-5,unnormalised,01_PABPC1,NA,0.9368866477590106,0.9091716073810001,0.9654465489497862,-0.09405358553898938,-0.13737546410844279,-0.050731706969535904
upper - lower,Nuclear speckles - all,2225,0.004612601422121702,relative_to_all,01_PABPC1,2225,0.9632501767558393,0.9386427332832099,0.9885027285884309,-0.05401754926882359,-0.09135195191692264,-0.01668314662072448
upper - lower,all,2246,0.053702678209394,unnormalised,01_PABPC1,NA,0.9727866320927407,0.9459118789993709,1.0004249366012739,-0.0398046912970861,-0.08022230630388405,6.129237097120404e-4
upper - lower,Nucleolus,2246,0.037066422376505787,unnormalised,01_PABPC1,NA,0.9775362361417264,0.9568924265286922,0.9986254112561734,-0.03277791243359184,-0.06357134827092115,-0.001984476596262549
upper - lower,Nucleolus - all,2246,0.6547178302361447,relative_to_all,01_PABPC1,2246,1.0048824725713672,0.9836626503021714,1.026560054273635,0.0070267788634940645,-0.023764470565572782,0.03781802829256118
upper - lower,all,2246,0.05321382862051367,unnormalised,01_PABPC1,NA,0.9727546024015612,0.9459034273556859,1.0003679964863925,-0.03985219383860084,-0.08023519672124228,5.308090440406145e-4
upper - lower,Nucleoplasm,2246,7.957978229916599e-5,unnormalised,01_PABPC1,NA,0.9460428301773314,0.9203792471207096,0.9724220090031586,-0.08002259474162784,-0.11969964110978071,-0.040345548373475086
upper - lower,Nucleoplasm - all,2246,0.0030809092555841534,relative_to_all,01_PABPC1,2246,0.972540071094721,0.9547901572235784,0.9906199626473984,-0.040170400903027044,-0.06674440089951734,-0.013596400906536792
upper - lower,all,2246,0.05050122563601114,unnormalised,01_PABPC1,NA,0.9724653326022841,0.9456453831303554,1.0000459368635333,-0.04028127447926527,-0.08062882032160613,6.627136307581303e-5
upper - lower,P-bodies,2246,0.6534030557701054,unnormalised,01_PABPC1,NA,0.9939487974539495,0.9679658124972211,1.0206292404185386,-0.008756560566507171,-0.04697200091198784,0.02945887977897365
upper - lower,(P-bodies) - all,2246,0.001707573682129528,relative_to_all,01_PABPC1,2246,1.02209175394888,1.0082486024921458,1.0361249704766498,0.031524713912758205,0.011851406062114713,0.051198021763401554
upper - lower,all,2246,0.05480610269017189,unnormalised,01_PABPC1,NA,0.9728905765397209,0.9459942794635482,1.000551583098936,-0.03965054431148794,-0.08009663543952439,7.955468165483753e-4
upper - lower,PML bodies,2246,1.7739046948786786e-8,unnormalised,01_PABPC1,NA,0.90945337564186,0.8800146066385832,0.939876947753961,-0.13692841682858028,-0.1844006248304263,-0.08945620882673412
upper - lower,PML bodies - all,2246,1.5710146270621468e-7,relative_to_all,01_PABPC1,2246,0.9347951327440257,0.9116043468817361,0.9585758812921561,-0.09727787251709223,-0.1335202909403917,-0.06103545409379293
upper - lower,all,2246,0.05269667412437525,unnormalised,01_PABPC1,NA,0.9724878087979721,0.945439402994336,1.0003100518821375,-0.04024793044092476,-0.08094310186425545,4.4724098240618804e-4
upper - lower,Cytoplasm (combined),2246,0.3043376741729751,unnormalised,01_PABPC1,NA,0.9834415283520394,0.9526099987330037,1.015270930363674,-0.02408881692779655,-0.07004240336911902,0.02186476951352579
upper - lower,Cytoplasm (combined) - all,2246,0.0014876581682663284,relative_to_all,01_PABPC1,2246,1.0112636060369808,1.0043086725000594,1.0182667031533152,0.016159113513128067,0.0062027472208364106,0.026115479805419832
upper - lower,all,2246,0.0544821085895941,unnormalised,01_PABPC1,NA,0.9728718210520573,0.945992984384007,1.0005143757101496,-0.03967835700750476,-0.08009861051078127,7.418964957715986e-4
upper - lower,Nucleus (combined),2246,2.3854284072274546e-8,unnormalised,01_PABPC1,NA,0.9282488051954869,0.9043782715713812,0.9527493875430207,-0.10741654178516007,-0.14500176431139483,-0.06983131925892516
upper - lower,Nucleus (combined) - all,2246,8.147921156448131e-8,relative_to_all,01_PABPC1,2246,0.9541326874815684,0.9379558822724576,0.9705884919823512,-0.0677381847776553,-0.09240802920811997,-0.04306834034719054
upper - lower,all,2246,0.428857941151361,unnormalised,02_CDK7,NA,0.9877285873093192,0.9579777979163729,1.0184033119661395,-0.017813429126081016,-0.06193587442394068,0.02630901617177846
upper - lower,Cajal bodies,2246,1.2128099717317509e-17,unnormalised,02_CDK7,NA,1.141977259309269,1.1080308598646433,1.1769636641156538,0.19153392197185848,0.1479980625727451,0.23506978137097156
upper - lower,Cajal bodies - all,2246,2.7090164986837524e-20,relative_to_all,02_CDK7,2246,1.1561650376244956,1.1214135277761685,1.1919934628183448,0.20934735109793948,0.16531837846410685,0.253376323731772
upper - lower,all,2246,0.4261662838620488,unnormalised,02_CDK7,NA,0.9876682709569093,0.9579454139698356,1.018313360270158,-0.01790153102030967,-0.06198464481180224,0.026181582771182717
upper - lower,Cell-cell contacts,2246,0.31918034168206916,unnormalised,02_CDK7,NA,0.9852174841935222,0.9567732548746555,1.0145073414366876,-0.02148586398972449,-0.06375103310948659,0.02077930513003753
upper - lower,(Cell-cell contacts) - all,2246,0.833375957816665,relative_to_all,02_CDK7,2246,0.9975186134500275,0.9746970788859687,1.020874490889571,-0.003584332969414738,-0.03697417417075182,0.029805508231922417
upper - lower,all,2246,0.423825983473775,unnormalised,02_CDK7,NA,0.9875694177922334,0.9577622131063755,1.0183042738711265,-0.01804593386497547,-0.06226057729155066,0.026168709561599838
upper - lower,Cytoplasm,2246,0.06780193967766146,unnormalised,02_CDK7,NA,1.029152634896672,0.9979142869489896,1.061368856791308,0.04145696598135202,-0.0030121902507782854,0.08592612221348209
upper - lower,Cytoplasm - all,2246,1.4291969223079098e-4,relative_to_all,02_CDK7,2246,1.042106626992764,1.0202268401811607,1.0644556477551577,0.05950289984632751,0.028889960843474498,0.09011583884917997
upper - lower,all,2246,0.4348701661680995,unnormalised,02_CDK7,NA,0.9878867525489462,0.9581310303588246,1.0185665685999294,-0.017582428482651385,-0.0617051279422822,0.026540270976979394
upper - lower,ER (perinuclear),2246,0.35247447410364485,unnormalised,02_CDK7,NA,0.9899409114707558,0.9690714545311016,1.0112598030015536,-0.014585680071081814,-0.045325048135540794,0.01615368799337715
upper - lower,ER (perinuclear) - all,2246,0.8557281435056636,relative_to_all,02_CDK7,2246,1.0020793465612423,0.9798925680261805,1.024768479290862,0.002996748411569402,-0.029304508998207645,0.03529800582134673
upper - lower,all,2246,0.43723936467140445,unnormalised,02_CDK7,NA,0.9879526429286868,0.9582044198113068,1.0186244234419048,-0.017486206366272038,-0.06159462683018108,0.02662221409763703
upper - lower,ER (peripheral),2246,0.07514033680881486,unnormalised,02_CDK7,NA,1.033813070922044,0.9966524231571579,1.0723592706709728,0.04797534809621169,-0.004837634211524303,0.10078833040394793
upper - lower,ER (peripheral) - all,2246,0.015826272965376524,relative_to_all,02_CDK7,2246,1.0464196622394861,1.0085820077954926,1.085676822566747,0.06546155446248368,0.012328394243147429,0.11859471468182022
upper - lower,all,2246,0.429893636148414,unnormalised,02_CDK7,NA,0.9877647270864008,0.9580340180449558,1.0184180704429726,-0.017760643650371888,-0.06185121054029212,0.026329923239548286
upper - lower,Focal adhesions,2246,0.10276348550648126,unnormalised,02_CDK7,NA,0.971413711809736,0.9381660350448273,1.0058396533689047,-0.04184224428824242,-0.09208482381192865,0.008400335235443732
upper - lower,Focal adhesions - all,2246,0.22473055703585298,relative_to_all,02_CDK7,2246,0.9834464474906942,0.9573056800177865,1.0103010305591178,-0.024081600637870553,-0.06294842552685416,0.014785224251113038
upper - lower,all,2246,0.44520083800173305,unnormalised,02_CDK7,NA,0.9881495537990823,0.9583704073594909,1.0188540184203088,-0.017198688506489864,-0.061344733729407415,0.026947356716427746
upper - lower,Golgi apparatus,2246,1.5962060456245496e-7,unnormalised,02_CDK7,NA,0.9274824388482614,0.9018162379993253,0.9538791143086099,-0.10860812919314172,-0.1490946076772956,-0.06812165070898783
upper - lower,Golgi apparatus - all,2246,8.7972947140911e-6,relative_to_all,02_CDK7,2246,0.9386053308250988,0.9128034035134868,0.9651365931177498,-0.0914094406866519,-0.13162392396313988,-0.051194957410163715
upper - lower,all,2242,0.43240227889032457,unnormalised,02_CDK7,NA,0.9878390931074534,0.958126314120727,1.0184733051266543,-0.017652031297290517,-0.06171222938232072,0.02640816678773942
upper - lower,HDAC3 foci,2242,0.5351993634085853,unnormalised,02_CDK7,NA,1.0143733387255984,0.969640813229535,1.0611695137813286,0.020588732023471473,-0.04447767020536395,0.08565513425230702
upper - lower,HDAC3 foci - all,2242,0.18585519410146983,relative_to_all,02_CDK7,2242,1.0268608985039012,0.9873295721624408,1.0679750051108126,0.038240763320762115,-0.01839635594138745,0.09487788258291148
upper - lower,all,2245,0.41451777942838985,unnormalised,02_CDK7,NA,0.9873535573880371,0.9576317374617763,1.0179978473465365,-0.018361308935104476,-0.06245712857088974,0.025734510700680887
upper - lower,Mitochondria (peripheral),2245,0.21011522489320392,unnormalised,02_CDK7,NA,0.9842619404615439,0.9601510065683497,1.0089783386298625,-0.02288578550643477,-0.05866677312143223,0.012895202108562556
upper - lower,Mitochondria (peripheral) - all,2245,0.8151328951962467,relative_to_all,02_CDK7,2245,0.9968687843342847,0.971006237029071,1.0234201751583216,-0.004524476571330227,-0.042447532402511874,0.03339857925985128
upper - lower,all,2246,0.4495343973441326,unnormalised,02_CDK7,NA,0.9882788221976967,0.9585395073042493,1.0189408187788493,-0.01700996942093586,-0.06109019943910592,0.02707026059723425
upper - lower,Nuclear periphery,2246,9.293141229522373e-46,unnormalised,02_CDK7,NA,0.849837148828474,0.8313821573062027,0.8687018035953726,-0.23474168550397465,-0.2664163089675133,-0.20306706204043573
upper - lower,Nuclear periphery - all,2246,4.8586383317187554e-27,relative_to_all,02_CDK7,2246,0.8599163816327043,0.8369151498417694,0.8835497643220909,-0.2177317160830387,-0.2568467314996392,-0.17861670066643834
upper - lower,all,2225,0.43062800469340146,unnormalised,02_CDK7,NA,0.9877769224208789,0.9580286310287731,1.018448944912544,-0.017742831676042646,-0.06185932282360992,0.026373659471524494
upper - lower,Nuclear speckles,2225,6.882955488339878e-12,unnormalised,02_CDK7,NA,1.1039092092409597,1.0733298553290962,1.135359774254447,0.14262152287330374,0.10209351273588387,0.1831495330107236
upper - lower,Nuclear speckles - all,2225,1.5876514682354327e-14,relative_to_all,02_CDK7,2225,1.1175693460578726,1.0865207488011888,1.1495051931831592,0.16036435454934622,0.1197157252847344,0.2010129838139584
upper - lower,all,2246,0.4265968406018904,unnormalised,02_CDK7,NA,0.987683214990348,0.9579683702644443,1.018319772817114,-0.017879702314799246,-0.06195007234548016,0.02619066771588166
upper - lower,Nucleolus,2246,4.2827507153893225e-6,unnormalised,02_CDK7,NA,1.0573282217675326,1.032555935874371,1.0826948252439377,0.08042329574779317,0.04621993779262994,0.1146266537029564
upper - lower,Nucleolus - all,2246,4.367122810625419e-8,relative_to_all,02_CDK7,2246,1.0705135064767353,1.0448062510324394,1.0968532839621516,0.09830299806259234,0.06323543360735902,0.13337056251782597
