cell_cycle,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
S - G1,PML bodies,6295,8.274711105509597e-73,unnormalised,07_POLR2A,NA,1.287892090536877,1.253432461908451,1.3232990905166087,0.3650117184764581,0.3258842622310676,0.40413917472184824
S - G1,PML bodies - all,6295,1.039945886875574e-21,relative_to_all,07_POLR2A,6295,1.0488134087761951,1.0386662470418644,1.0590597023457577,0.068758035229191,0.054732149824693384,0.08278392063368867
S - G1,all,6293,1.331794439314618e-60,unnormalised,07_SETD1A,NA,1.2895539772385205,1.2514112065401357,1.3288593321849498,0.3668721616998619,0.3235559287179627,0.4101883946817614
S - G1,Cajal bodies,6293,8.544987587879688e-51,unnormalised,07_SETD1A,NA,1.2683010907562755,1.2298344699008303,1.3079708661469451,0.3428972774776098,0.2984641484719953,0.3873304064832243
S - G1,Cajal bodies - all,6293,0.003642105690915067,relative_to_all,07_SETD1A,6293,0.9835191958945708,0.972567398766304,0.9945943180083253,-0.023974884222252236,-0.04012986278687105,-0.00781990565763345
S - G1,all,6261,1.2246444889688791e-61,unnormalised,07_SETD1A,NA,1.2892928467628284,1.2515235835457326,1.3282019344808107,0.3665799910753119,0.3236854772379127,0.4094745049127116
S - G1,Nuclear periphery,6261,5.55034667514753e-5,unnormalised,07_SETD1A,NA,1.0512030883090044,1.0260056748823032,1.0770193186281845,0.07204141924466538,0.03703871057646286,0.10704412791286812
S - G1,Nuclear periphery - all,6261,1.584449046631844e-103,relative_to_all,07_SETD1A,6261,0.8153330649032743,0.8006479762208781,0.8302875002099231,-0.2945385718306465,-0.3207600277727569,-0.2683171158885362
S - G1,all,6251,2.059925433368157e-63,unnormalised,07_SETD1A,NA,1.2892334013294056,1.2520252571751602,1.3275473107096067,0.3665134711924282,0.3242636661314028,0.4087632762534534
S - G1,Nuclear speckles,6251,1.6424159328413159e-69,unnormalised,07_SETD1A,NA,1.3820987239663967,1.3338381908986994,1.4321054051560107,0.4668606717968994,0.415583662514309,0.5181376810794899
S - G1,Nuclear speckles - all,6251,7.007192049122588e-27,relative_to_all,07_SETD1A,6251,1.072031427778114,1.0585654118437935,1.085668744968941,0.10034720060447135,0.08211042043375717,0.11858398077518531
S - G1,all,6295,4.248992198368855e-63,unnormalised,07_SETD1A,NA,1.2892213921125417,1.2519159137095501,1.3276385256224268,0.3665000324168805,0.32413766534710015,0.4088623994866612
S - G1,Nucleolus,6295,4.353411055632248e-52,unnormalised,07_SETD1A,NA,1.2672128104647724,1.2294125421844564,1.306175308861535,0.34165882504766465,0.29796910830156303,0.38534854179376643
S - G1,Nucleolus - all,6295,0.01085458272542449,relative_to_all,07_SETD1A,6295,0.9829287802836518,0.969996400985348,0.9960335792261372,-0.02484120736921603,-0.04394870046411564,-0.005733714274316267
S - G1,all,6295,1.584180467194132e-62,unnormalised,07_SETD1A,NA,1.2890660614820058,1.2516060772461954,1.3276472055175788,0.36632620018546574,0.32378056879826583,0.4088718315726656
S - G1,Nucleoplasm,6295,3.7282208246397893e-63,unnormalised,07_SETD1A,NA,1.3254227106246321,1.2829762496680486,1.3692734860010696,0.40645254478111376,0.35949446364406135,0.4534106259181663
S - G1,Nucleoplasm - all,6295,1.4715577981771275e-13,relative_to_all,07_SETD1A,6295,1.0282038680785903,1.020663403226606,1.0358000404341496,0.04012634459564817,0.029507169291934598,0.05074551989936186
S - G1,all,6295,1.1514224501686172e-61,unnormalised,07_SETD1A,NA,1.2894266115445936,1.2516445216019132,1.3283491900970987,0.36672966364775844,0.3238248819656124,0.40963444532990423
S - G1,PML bodies,6295,3.826593213556303e-68,unnormalised,07_SETD1A,NA,1.3602433338135984,1.3145750857548015,1.4074980936687622,0.44386475815506626,0.3945965480056832,0.4931329683044494
S - G1,PML bodies - all,6295,2.3143531894353256e-18,relative_to_all,07_SETD1A,6295,1.054921095652101,1.0423878233263446,1.067605063248539,0.077135094507308,0.05989213624690585,0.09437805276771016
S - G1,all,6294,7.884277719642731e-6,unnormalised,08_H3K4me3,NA,1.044174823239384,1.0245789792645175,1.0641454524761567,0.062363278483807925,0.03503119821105742,0.08969535875655842
S - G1,Cajal bodies,6294,0.2570713034395632,unnormalised,08_H3K4me3,NA,1.0102695335975043,0.9925772083853278,1.0282772180268471,0.014740246351174602,-0.010748767118106156,0.04022925982045565
S - G1,Cajal bodies - all,6294,6.7701371159368946e-18,relative_to_all,08_H3K4me3,6294,0.967529106345723,0.9603149217962844,0.974797486094603,-0.04762303213263314,-0.058420499877477126,-0.036825564387789105
S - G1,all,6262,9.384124146652131e-6,unnormalised,08_H3K4me3,NA,1.0441537596865813,1.0244034253966037,1.0642848772645637,0.06233417551273208,0.03478398213473418,0.08988436889072991
S - G1,Nuclear periphery,6262,5.34564975655103e-40,unnormalised,08_H3K4me3,NA,0.8990764109564477,0.8851229799394004,0.9132498094148115,-0.15348436176905517,-0.17605017616348892,-0.13091854737462125
S - G1,Nuclear periphery - all,6262,2.0218910594123526e-98,relative_to_all,08_H3K4me3,6262,0.8610574856583567,0.8493596662767703,0.872916413441622,-0.21581853728178726,-0.23555249414186988,-0.19608458042170446
S - G1,all,6252,4.791972649941398e-6,unnormalised,08_H3K4me3,NA,1.0437323313726155,1.0247787739042253,1.0630364399549197,0.061751775400475876,0.035312498766190144,0.08819105203476177
S - G1,Nuclear speckles,6252,8.389074585716205e-12,unnormalised,08_H3K4me3,NA,1.0740097835698283,1.0522748978015868,1.0961936064554958,0.10300713544938254,0.07351164558766435,0.13250262531110094
S - G1,Nuclear speckles - all,6252,8.91013140128967e-10,relative_to_all,08_H3K4me3,6252,1.0290088284966654,1.019654407193319,1.038449068286455,0.04125536004890675,0.028080260518476164,0.05443045957933695
S - G1,all,6295,8.203134809999075e-6,unnormalised,08_H3K4me3,NA,1.044162657121109,1.024535272102718,1.0641660509047903,0.06234646894160746,0.034969653467471995,0.0897232844157428
S - G1,Nucleolus,6295,1.05679641033058e-9,unnormalised,08_H3K4me3,NA,1.074498907149496,1.0500149959719216,1.0995537262749102,0.10366401543130421,0.07040993213885949,0.1369180987237492
S - G1,Nucleolus - all,6295,5.629650769571431e-10,relative_to_all,08_H3K4me3,6295,1.0290531842155972,1.019793852146385,1.0383965874234888,0.04131754648969679,0.028277545780955957,0.05435754719843792
S - G1,all,6295,6.489499125673416e-6,unnormalised,08_H3K4me3,NA,1.0440039528009326,1.0246629231928333,1.0637100541002529,0.06212717424065889,0.03514939361689647,0.08910495486442128
S - G1,Nucleoplasm,6295,5.7775601590803576e-5,unnormalised,08_H3K4me3,NA,1.0449086874732614,1.0227911100222353,1.0675045514751857,0.0633768735162915,0.032511526014282456,0.09424222101830038
S - G1,Nucleoplasm - all,6295,0.7481909847671779,relative_to_all,08_H3K4me3,6295,1.0008666008111382,0.9955876365754662,1.0061735560165426,0.0012496992756326343,-0.006379780159024841,0.008879178710289842
S - G1,all,6295,5.9883125041279794e-6,unnormalised,08_H3K4me3,NA,1.0440283484084503,1.0247486781135506,1.063670747335861,0.06216088580916902,0.035270128952681765,0.08905164266565595
S - G1,PML bodies,6295,2.342422932979375e-11,unnormalised,08_H3K4me3,NA,1.073438667279677,1.0513982555158703,1.0959411111499378,0.10223976274837798,0.07230924629911402,0.132170279197642
S - G1,PML bodies - all,6295,4.1583727169305156e-11,relative_to_all,08_H3K4me3,6295,1.0281700385971901,1.0197354405375756,1.0366744022465835,0.04007887693920899,0.028194908930693544,0.05196284494772468
S - G1,all,6294,2.910815848813393e-41,unnormalised,09_CCNT1,NA,1.1770924069477386,1.149660356189721,1.205179013988174,0.23522758274865932,0.20120770915724387,0.2692474563400748
S - G1,Cajal bodies,6294,4.820814591190443e-32,unnormalised,09_CCNT1,NA,1.1424176485814974,1.117529879513987,1.1678596766988214,0.19209017205347168,0.16031340541339797,0.22386693869354532
S - G1,Cajal bodies - all,6294,5.876143765361427e-17,relative_to_all,09_CCNT1,6294,0.9705420252806195,0.9637875014500356,0.9773438869238533,-0.04313741069518765,-0.0532130027874326,-0.033061818602942696
S - G1,all,6262,2.702706638793525e-41,unnormalised,09_CCNT1,NA,1.1771669703928571,1.1497348636840778,1.2052535936360578,0.23531896801705868,0.20130120469183166,0.2693367313422858
S - G1,Nuclear periphery,6262,0.03289368021399502,unnormalised,09_CCNT1,NA,1.0186424649613577,1.0015063206553683,1.0360718150471002,0.02664776638123183,0.0021715262423629513,0.05112400652010035
S - G1,Nuclear periphery - all,6262,5.165179335036544e-108,relative_to_all,09_CCNT1,6262,0.8653338826024018,0.8545068719100499,0.8762980766977031,-0.20867120163582686,-0.2268360008435415,-0.19050640242811243
S - G1,all,6252,9.51917133126984e-44,unnormalised,09_CCNT1,NA,1.1767781292427144,1.1502242120787587,1.2039450664677553,0.23484233905558144,0.20191511171336574,0.26776956639779714
S - G1,Nuclear speckles,6252,1.3173952888649576e-51,unnormalised,09_CCNT1,NA,1.1975905374546587,1.170162520944468,1.2256614527726803,0.2601347273596933,0.22670891602878457,0.2935605386906022
S - G1,Nuclear speckles - all,6252,3.7492706049703757e-6,relative_to_all,09_CCNT1,6252,1.0176859237053784,1.0101596039973684,1.0252683191940104,0.025292388304112096,0.014583255060395406,0.03600152154782856
S - G1,all,6295,5.845463271420428e-42,unnormalised,09_CCNT1,NA,1.1770526093113507,1.1498664842488067,1.2048814919514403,0.2351788042305435,0.20146635360896142,0.2688912548521259
S - G1,Nucleolus,6295,1.7102043977895347e-40,unnormalised,09_CCNT1,NA,1.1930804391202015,1.1627069680861606,1.2242473583471043,0.2546913147914182,0.21748754654709843,0.2918950830357383
S - G1,Nucleolus - all,6295,0.0033298353611379058,relative_to_all,09_CCNT1,6295,1.0136169188038486,1.0045083496539788,1.0228080816245289,0.019512510560874836,0.006489556061572204,0.032535465060177036
S - G1,all,6295,1.130078621876758e-41,unnormalised,09_CCNT1,NA,1.1770947438205341,1.1498041591214647,1.2050330701435217,0.23523044691754424,0.20138815445255592,0.2690727393825326
S - G1,Nucleoplasm,6295,2.130217341949825e-38,unnormalised,09_CCNT1,NA,1.1909486696745264,1.160086369322817,1.222632013707281,0.252111233855375,0.2142322191072818,0.2899902486034681
S - G1,Nucleoplasm - all,6295,1.9913329714657538e-5,relative_to_all,09_CCNT1,6295,1.0117695928273591,1.006349034188923,1.017219348548472,0.016880786937830745,0.009130764944353605,0.024630808931308007
S - G1,all,6295,6.283314783288244e-42,unnormalised,09_CCNT1,NA,1.1770705900002858,1.1498708903822823,1.2049136867731332,0.23520084271244326,0.20147188181142917,0.2689298036134575
S - G1,PML bodies,6295,6.92828496978406e-52,unnormalised,09_CCNT1,NA,1.2187119234603832,1.188211984750868,1.2499947580447277,0.2853571450628547,0.24879224528533359,0.32192204484037595
S - G1,PML bodies - all,6295,2.3373191406582255e-17,relative_to_all,09_CCNT1,6295,1.035377091071562,1.0271104979555252,1.0437102170113624,0.05015630235041146,0.03859139711581875,0.0617212075850041
S - G1,all,6293,8.023140218378226e-34,unnormalised,09_SRRM2,NA,1.1668732193586682,1.1382848781274229,1.1961795647293505,0.2226478209094277,0.18686166557767636,0.258433976241179
S - G1,Cajal bodies,6293,7.363213658765935e-20,unnormalised,09_SRRM2,NA,1.1431867330342806,1.1108925156923553,1.1764197599000756,0.19306107880956352,0.15171923564768788,0.23440292197143905
S - G1,Cajal bodies - all,6293,0.016806174674745007,relative_to_all,09_SRRM2,6293,0.9797008912952807,0.9633726794195859,0.9963058501752794,-0.02958674209986399,-0.05383408421217842,-0.005339399987549529
S - G1,all,6262,2.139852165578584e-34,unnormalised,09_SRRM2,NA,1.1669079743270994,1.138566091392715,1.1959553607314526,0.22269079050806986,0.18721803935071915,0.25816354166542055
S - G1,Nuclear periphery,6262,5.550574828677249e-40,unnormalised,09_SRRM2,NA,0.8555273426398117,0.8361198303013287,0.8753853305220125,-0.22511413092604574,-0.2582183748387981,-0.1920098870132934
S - G1,Nuclear periphery - all,6262,1.707038732461487e-120,relative_to_all,09_SRRM2,6262,0.7331575081001172,0.7146994709027847,0.7520922479550682,-0.44780492143411565,-0.4845913746512778,-0.41101846821695365
S - G1,all,6252,5.272696977974094e-33,unnormalised,09_SRRM2,NA,1.166955235658458,1.1379823945057006,1.1966657204940314,0.2227492204006999,0.186478238175434,0.2590202026259657
S - G1,Nuclear speckles,6252,4.6165432961125284e-45,unnormalised,09_SRRM2,NA,1.1498265413683255,1.1278805283225968,1.172199574365644,0.20141623788051172,0.17361425716494663,0.22921821859607672
S - G1,Nuclear speckles - all,6252,0.041035965590507324,relative_to_all,09_SRRM2,6252,0.985321892591306,0.9714468684924079,0.9993950914952182,-0.021332982520188382,-0.041793002482471385,-8.729625579052361e-4
S - G1,all,6295,1.1165633550438513e-33,unnormalised,09_SRRM2,NA,1.1671195697326613,1.138422382638363,1.196540151376895,0.22295237066284762,0.1870359322299536,0.2588688090957416
S - G1,Nucleolus,6295,9.226884392154151e-6,unnormalised,09_SRRM2,NA,1.0787260407201322,1.0432229426498707,1.1154373848143788,0.10932851646739344,0.06104750290558318,0.1576095300292038
S - G1,Nucleolus - all,6295,5.068156065665958e-10,relative_to_all,09_SRRM2,6295,0.9242635190901852,0.9016325487012221,0.947462526670667,-0.11362385419545402,-0.1493884975202549,-0.0778592108706533
S - G1,all,6295,1.3878039838769261e-34,unnormalised,09_SRRM2,NA,1.167105208367237,1.1388082197102323,1.1961053176666783,0.2229346182416819,0.1875248113403339,0.25834442514302974
S - G1,Nucleoplasm,6295,3.220103258271696e-42,unnormalised,09_SRRM2,NA,1.2266086790280006,1.1913284944277014,1.2629336564216,0.29467506410229555,0.2525712737707239,0.33677885443386724
S - G1,Nucleoplasm - all,6295,6.556353484819083e-11,relative_to_all,09_SRRM2,6295,1.050983810400442,1.0354418858785763,1.066759018336025,0.07174044586061379,0.05024658464724748,0.09323430707398014
S - G1,all,6295,4.2098390317225544e-34,unnormalised,09_SRRM2,NA,1.167191378791242,1.1386692752774605,1.1964279218762965,0.22304113225033326,0.18734877935335814,0.2587334851473085
S - G1,PML bodies,6295,6.561919830484001e-44,unnormalised,09_SRRM2,NA,1.286854674068923,1.2422284671188242,1.3330840469417704,0.3638491376003733,0.312930534321002,0.41476774087974455
S - G1,PML bodies - all,6295,4.3445014051770055e-19,relative_to_all,09_SRRM2,6295,1.1025224290138314,1.079224391018667,1.1263234194801788,0.14080800535004007,0.109994859406998,0.1716211512930818
S - G1,all,6294,8.165832611309108e-93,unnormalised,10_H3K27ac,NA,1.3090442092086696,1.276212451050487,1.3427205950327792,0.3885138209875824,0.35186851449765505,0.4251591274775101
S - G1,Cajal bodies,6294,6.735962438792469e-81,unnormalised,10_H3K27ac,NA,1.2682851746683894,1.2380831389922409,1.2992239645496926,0.3428791727820377,0.3081081967690682,0.37765014879500747
S - G1,Cajal bodies - all,6294,6.538188348230203e-21,relative_to_all,10_H3K27ac,6294,0.9688635156448082,0.9625040928593619,0.9752649561821415,-0.045634648205544616,-0.0551354194024869,-0.0361338770086025
S - G1,all,6262,4.688383457764759e-92,unnormalised,10_H3K27ac,NA,1.3091079645362138,1.2761307346835928,1.342937377992909,0.3885840838972932,0.3517761352298693,0.4253920325647171
S - G1,Nuclear periphery,6262,1.7308720348868222e-41,unnormalised,10_H3K27ac,NA,1.196991575690367,1.1663533619994841,1.2284346056305546,0.2594129987705557,0.22200493808573005,0.29682105945538134
S - G1,Nuclear periphery - all,6262,4.859808779031706e-39,relative_to_all,10_H3K27ac,6262,0.9143566520996861,0.9022454714245531,0.9266304057131062,-0.12917108512673756,-0.14840809796156887,-0.10993407229190617
S - G1,all,6252,8.708255140188705e-98,unnormalised,10_H3K27ac,NA,1.3087287730937895,1.276817839716804,1.3414372420606728,0.38816613757581686,0.3525527141691075,0.4237795609825262
S - G1,Nuclear speckles,6252,8.68091115260062e-95,unnormalised,10_H3K27ac,NA,1.2936786508872495,1.262979855989486,1.3251236302975415,0.3714792971243289,0.33683162891498886,0.4061269653336688
S - G1,Nuclear speckles - all,6252,0.0110545368202058,relative_to_all,10_H3K27ac,6252,0.9885001976605419,0.9797229156453299,0.9973561148473358,-0.016686840451488102,-0.029554309687352186,-0.0038193712156241117
S - G1,all,6295,3.13532232018981e-90,unnormalised,10_H3K27ac,NA,1.309250648009579,1.2759078216424276,1.3434648101043525,0.3887413188449112,0.35152410491546876,0.4259585327743533
S - G1,Nucleolus,6295,4.157616150642686e-69,unnormalised,10_H3K27ac,NA,1.3286934313059968,1.2877329210776232,1.3709568230330933,0.41000827078812235,0.36483340603673314,0.45518313553951134
S - G1,Nucleolus - all,6295,0.006567281314668118,relative_to_all,10_H3K27ac,6295,1.0148503140525278,1.0041233410846888,1.0256918824533627,0.021266951943211067,0.005936493035654661,0.036597410850767766
S - G1,all,6295,7.98091790945449e-91,unnormalised,10_H3K27ac,NA,1.309307673639231,1.2760718737402432,1.3434091131762809,0.38880415540076374,0.35170959004979047,0.425898720751737
S - G1,Nucleoplasm,6295,5.522400201285476e-83,unnormalised,10_H3K27ac,NA,1.3129485221025248,1.2776624023050382,1.3492091640023416,0.3928103523592789,0.35350668224614973,0.4321140224724082
S - G1,Nucleoplasm - all,6295,0.2248832962023649,relative_to_all,10_H3K27ac,6295,1.0027807432405662,0.9982942795886232,1.0072873696406206,0.004006196958515221,-0.002462935515992633,0.010475329433023263
S - G1,all,6295,4.495052367057241e-95,unnormalised,10_H3K27ac,NA,1.309044528883112,1.2766215835395784,1.3422909346774985,0.38851417330011184,0.35233094441682294,0.4246974021834009
S - G1,PML bodies,6295,1.3529824531103763e-109,unnormalised,10_H3K27ac,NA,1.340603572554014,1.3070815784623464,1.3749852865793093,0.4228826835784402,0.38634918640513755,0.4594161807517429
S - G1,PML bodies - all,6295,1.2982361547698353e-9,relative_to_all,10_H3K27ac,6295,1.0241084569505274,1.0162697901056748,1.0320075848053427,0.03436851027832847,0.02328344657761884,0.04545357397903764
S - G1,all,6294,1.3082286133100942e-62,unnormalised,10_POL2RA_pS2,NA,1.0960145571407052,1.0844143145319587,1.1077388903546552,0.1322669601371572,0.11691606233839737,0.1476178579359169
S - G1,Cajal bodies,6294,8.459604648909649e-42,unnormalised,10_POL2RA_pS2,NA,1.0819224802528882,1.0697547867301367,1.094228572563381,0.11359713376620066,0.09728013446631442,0.12991413306608718
S - G1,Cajal bodies - all,6294,6.767458725652965e-6,relative_to_all,10_POL2RA_pS2,6294,0.9871424363882716,0.981599908531983,0.9927162596988189,-0.018669826370956467,-0.02679298032059156,-0.010546672421321228
S - G1,all,6262,3.7646298284237346e-63,unnormalised,10_POL2RA_pS2,NA,1.0959491915482802,1.0844099273545482,1.1076112456711467,0.13218091618125632,0.11691022566526235,0.14745160669725013
S - G1,Nuclear periphery,6262,2.323425169350646e-17,unnormalised,10_POL2RA_pS2,NA,0.9533261320691454,0.9428780498677589,0.9638899900293401,-0.06895825155039831,-0.08485690747395298,-0.0530595956268435
S - G1,Nuclear periphery - all,6262,1.4845864178355023e-130,relative_to_all,10_POL2RA_pS2,6262,0.8698634383974984,0.8603686893916873,0.8794629683650005,-0.2011391677316544,-0.2169730718480009,-0.18530526361530789
S - G1,all,6252,2.2348995677685869e-66,unnormalised,10_POL2RA_pS2,NA,1.0958962112543067,1.0846609123692534,1.1072478893133462,0.13211117183952714,0.11724409658458632,0.14697824709446822
S - G1,Nuclear speckles,6252,7.608885788763993e-72,unnormalised,10_POL2RA_pS2,NA,1.149054117609786,1.131950215990489,1.1664164612051255,0.20044674695587947,0.1788105087678241,0.2220829851439349
S - G1,Nuclear speckles - all,6252,2.5068804778067237e-27,relative_to_all,10_POL2RA_pS2,6252,1.0485063328165332,1.0395980986757858,1.0574909009132656,0.06833557511635219,0.05602590037569142,0.08064524985701309
S - G1,all,6295,2.14125887772791e-66,unnormalised,10_POL2RA_pS2,NA,1.0959173767856936,1.0846802368713717,1.1072709319431089,0.13213903498202903,0.11726979965428025,0.14700827030977784
S - G1,Nucleolus,6295,1.8017804929591062e-19,unnormalised,10_POL2RA_pS2,NA,1.087707526189163,1.0680915187978062,1.1076837908611046,0.12129068228626383,0.0950352688035246,0.14754609576900274
S - G1,Nucleolus - all,6295,0.23158181109230347,relative_to_all,10_POL2RA_pS2,6295,0.9925086956640747,0.9803574837339577,1.0048105179111633,-0.010848352695765277,-0.02862017630502336,0.006923470913492709
S - G1,all,6295,1.1146031780481946e-65,unnormalised,10_POL2RA_pS2,NA,1.0958829345693133,1.084585968577045,1.1072975689109132,0.13209369361172654,0.11714441126212961,0.1470429759613237
S - G1,Nucleoplasm,6295,1.688741852743932e-52,unnormalised,10_POL2RA_pS2,NA,1.1029593650382914,1.089280495985156,1.1168100093681002,0.14137964048719817,0.12337550415569665,0.15938377681869967
S - G1,Nucleoplasm - all,6295,0.005237539308876114,relative_to_all,10_POL2RA_pS2,6295,1.0064572868558803,1.001921633276314,1.0110134731325269,0.009285946875471438,0.002769670504115758,0.01580222324682749
S - G1,all,6295,3.3916489292389483e-65,unnormalised,10_POL2RA_pS2,NA,1.0959260491071385,1.084580003269209,1.1073907885921652,0.1321504514135076,0.11713647630450628,0.14716442652250925
S - G1,PML bodies,6295,1.322638123600204e-101,unnormalised,10_POL2RA_pS2,NA,1.1566625163227866,1.1416239464813165,1.1718991886861718,0.2099679854040432,0.19108750193359247,0.2288484688744938
S - G1,PML bodies - all,6295,4.620662442949689e-49,relative_to_all,10_POL2RA_pS2,6295,1.0554202240791069,1.0479336609879195,1.0629602720701545,0.07781753399053537,0.06754739054613883,0.08808767743493179
S - G1,all,6294,5.857995778078928e-12,unnormalised,11_KPNA2_MAX,NA,1.0774360270771277,1.0548377789384575,1.1005184073061849,0.10760221162667744,0.07702114725854266,0.1381832759948119
S - G1,Cajal bodies,6294,2.5170827704946902e-20,unnormalised,11_KPNA2_MAX,NA,1.0955984344870537,1.0746510076211921,1.1169541750186436,0.13171910967420405,0.10386822137812185,0.15956999797028593
S - G1,Cajal bodies - all,6294,1.5233381644899212e-8,relative_to_all,11_KPNA2_MAX,6294,1.0168570633926146,1.010994373848519,1.0227537502858348,0.024116898047526543,0.015774968711327365,0.03245882738372608
S - G1,all,6262,1.2121662260662566e-11,unnormalised,11_KPNA2_MAX,NA,1.0774231023364722,1.0544837123544042,1.1008615190996882,0.10758490519676357,0.0765368113127284,0.13863299908079854
S - G1,Nuclear periphery,6262,0.6698066422829283,unnormalised,11_KPNA2_MAX,NA,0.995704961154879,0.9762002260958165,1.0155994059062305,-0.006209776424483717,-0.03475100901596268,0.022331456166995157
S - G1,Nuclear periphery - all,6262,4.490026005434491e-57,relative_to_all,11_KPNA2_MAX,6262,0.9241540848675128,0.915314313174192,0.933079227850745,-0.11379468162124726,-0.12766085401367902,-0.09992850922881547
S - G1,all,6252,4.790915305540194e-12,unnormalised,11_KPNA2_MAX,NA,1.0773233180850064,1.0548517455527429,1.1002736039285972,0.10745128553415537,0.07704024918319442,0.13786232188511652
S - G1,Nuclear speckles,6252,1.1092474343198094e-19,unnormalised,11_KPNA2_MAX,NA,1.095851478722332,1.0744779292218836,1.1176501915563624,0.13205228239495237,0.10363584876926933,0.16046871602063573
S - G1,Nuclear speckles - all,6252,3.5268638395127054e-11,relative_to_all,11_KPNA2_MAX,6252,1.0171983287897826,1.012087120499164,1.0223353495323741,0.024600996860796868,0.017333482623449303,0.03186851109814479
S - G1,all,6295,1.6153654558418332e-11,unnormalised,11_KPNA2_MAX,NA,1.0775260257549484,1.0544142774858392,1.1011443613488503,0.10772271550848203,0.07644181066209252,0.13900362035487163
S - G1,Nucleolus,6295,3.697765730479708e-12,unnormalised,11_KPNA2_MAX,NA,1.0814374722436975,1.0578621735697007,1.105538165171742,0.11295025236251519,0.08115167427591306,0.1447488304491171
S - G1,Nucleolus - all,6295,0.1548178862450399,relative_to_all,11_KPNA2_MAX,6295,1.0036300250715602,0.9986332486774198,1.008651803411476,0.005227536854033145,-0.001973154068046933,0.012428227776113047
S - G1,all,6295,4.325624888679621e-12,unnormalised,11_KPNA2_MAX,NA,1.0774591474279567,1.0549935347866473,1.1004031551823237,0.10763316962025454,0.07723415783310299,0.138032181407406
S - G1,Nucleoplasm,6295,2.011444407730211e-20,unnormalised,11_KPNA2_MAX,NA,1.1058303368055704,1.082617397927274,1.1295409958686704,0.14513005553149347,0.11452347781484906,0.17573663324813835
S - G1,Nucleoplasm - all,6295,3.985133544058285e-61,relative_to_all,11_KPNA2_MAX,6295,1.0263315685289227,1.0232010702114964,1.029471644650752,0.037496885911239126,0.03308967831187009,0.041904093510608066
S - G1,all,6295,7.293977007884844e-12,unnormalised,11_KPNA2_MAX,NA,1.0775217609728942,1.0547952583667275,1.1007379263042307,0.10771700539851795,0.07696299096605554,0.13847101983098026
S - G1,PML bodies,6295,4.4790202850225184e-20,unnormalised,11_KPNA2_MAX,NA,1.1026614642856805,1.0799588792707033,1.1258412965146538,0.14098992713722583,0.11097638109092096,0.1710034731835309
S - G1,PML bodies - all,6295,1.514117125845667e-18,relative_to_all,11_KPNA2_MAX,6295,1.0233310400061784,1.0180974913682368,1.0285914917959085,0.03327292173870802,0.025875718171021352,0.040670125306394855
S - G1,all,6294,0.003417349481704316,unnormalised,11_PML,NA,1.030848636981662,1.0100995133956983,1.0520239820674642,0.0438325124274561,0.014497431997093562,0.07316759285781842
S - G1,Cajal bodies,6294,6.888890627237529e-4,unnormalised,11_PML,NA,1.0426885111878585,1.0178312795560467,1.0681528001746643,0.06030823697423955,0.02549843339667515,0.09511804055180367
S - G1,Cajal bodies - all,6294,0.2532395679704967,relative_to_all,11_PML,6294,1.0114855603251935,0.9918642104068452,1.0314950655661947,0.016475724546783373,-0.011785470627963165,0.044736919721530016
S - G1,all,6259,0.003188445055914265,unnormalised,11_PML,NA,1.0307801415474298,1.0102268373897727,1.0517516075437574,0.04373664839571972,0.014679273604029148,0.07279402318741031
S - G1,Nuclear periphery,6259,8.754878010386963e-11,unnormalised,11_PML,NA,0.9453452522944213,0.9294544859235647,0.961507701098014,-0.08108677845650564,-0.10554387475610542,-0.05662968215690591
S - G1,Nuclear periphery - all,6259,1.4610712136280687e-20,relative_to_all,11_PML,6259,0.9171162832796218,0.9005948476204529,0.933940805101188,-0.12482342685222543,-0.15104987096474956,-0.09859698273970116
S - G1,all,6252,0.0031033022057287115,unnormalised,11_PML,NA,1.0309191245870175,1.0103303450379635,1.0519274677425707,0.0439311579884408,0.014827084289287874,0.07303523168759393
S - G1,Nuclear speckles,6252,4.75618665115723e-30,unnormalised,11_PML,NA,1.1443637896175085,1.1182478848343596,1.1710896132673887,0.1945457532056213,0.16124002948772398,0.2278514769235189
S - G1,Nuclear speckles - all,6252,1.6076392902361602e-46,relative_to_all,11_PML,6252,1.110042254843159,1.0944240542174801,1.1258833381712454,0.15061459521718046,0.13017184450942249,0.17105734592493826
S - G1,all,6295,0.0031497849638426347,unnormalised,11_PML,NA,1.0308102244567299,1.0102626971024224,1.0517756637873847,0.043778752263472956,0.014730483599161267,0.07282702092778486
S - G1,Nucleolus,6295,0.04149028816526313,unnormalised,11_PML,NA,1.018724260740282,1.000719464743094,1.0370529963532382,0.02676360842694161,0.0010375950051855238,0.05248962184869802
S - G1,Nucleolus - all,6295,0.11549797621677994,relative_to_all,11_PML,6295,0.9882752776120187,0.9738690529743048,1.0028946102724985,-0.017015143836531275,-0.03820029519262225,0.004170007519559609
S - G1,all,6295,0.003106470672590875,unnormalised,11_PML,NA,1.0308965774331873,1.0103206642297404,1.0518915340345818,0.043899604569785165,0.014813260572128159,0.07298594856744184
S - G1,Nucleoplasm,6295,1.1826986398453601e-13,unnormalised,11_PML,NA,1.0764749351935912,1.0557656976905267,1.0975903921058452,0.10631472796507124,0.07828969806217198,0.13433975786797073
