treatment,reference_level,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl,cluster
TSA (1h),Unperturbed,7,0.9726977136362601,unnormalised,01_CDK9_pT186,1.0031959488223336,0.8410183089202933,1.1966470896758123,0.004603427270003757,-0.24979088667686983,0.2589977412168773,all
TSA (1h),Unperturbed,7,0.41315589388311635,unnormalised,01_PABPC1,1.0865027695105713,0.901272049783453,1.3098023714790397,0.11969185197347526,-0.1499654443074336,0.38934914825438427,all
TSA (1h),Unperturbed,7,0.9027176020518313,unnormalised,02_CDK7,0.994844976893447,0.9184200058111074,1.0776295396309992,-0.0074563616848567545,-0.12277402651256843,0.10786130314285519,all
TSA (1h),Unperturbed,7,0.15696103678716913,unnormalised,03_CDK9,1.0640731015599028,0.9854205196319454,1.1490034385383074,0.08959726703761767,-0.021188581362873903,0.20038311543810905,all
TSA (1h),Unperturbed,7,0.16138458693256777,unnormalised,03_RPS6,1.0875886269739476,0.9790832635141739,1.2081189267576045,0.12113297014387041,-0.030496539704934572,0.2727624799926753,all
TSA (1h),Unperturbed,7,0.6265263511683428,unnormalised,05_GTF2B,0.9784696248656172,0.8997776766358648,1.0640437428546223,-0.031401029662190355,-0.15235952059792204,0.08955746127354147,all
TSA (1h),Unperturbed,7,0.7796380874240062,unnormalised,05_Sm,1.0193507661407482,0.8958210588196778,1.159914666217831,0.027650578976005154,-0.15871751364841583,0.2140186716004265,all
TSA (1h),Unperturbed,7,0.25883189132360257,unnormalised,07_POLR2A,1.0693311847388585,0.9609028691759994,1.1899945554700724,0.09670874228454372,-0.057537488279849676,0.250954972848937,all
TSA (1h),Unperturbed,7,0.44787725204991824,unnormalised,07_SETD1A,1.0513715230901348,0.9304962046106613,1.1879490470650382,0.07227256445364147,-0.10392782918170433,0.2484729580889873,all
TSA (1h),Unperturbed,7,0.9381787606853074,unnormalised,08_H3K4me3,0.9943911192266117,0.8669607559005601,1.1405518545872566,-0.008114682954867275,-0.20596140541839933,0.189732039508665,all
TSA (1h),Unperturbed,7,0.8033633120935624,unnormalised,09_CCNT1,1.0121494346740267,0.923631838440104,1.1091502430677476,0.01742230658115355,-0.11461018989144568,0.14945480305375275,all
