treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
CX5461 (2.5h) - Unperturbed,all,7,0.7298684381658513,unnormalised,01_CDK9_pT186,NA,1.0283895496069009,0.8828014792953833,1.1979874190795494,0.04038685483408673,-0.17983904776833398,0.26061275743650764
CX5461 (2.5h) - Unperturbed,0,7,0.8117833650905053,unnormalised,01_CDK9_pT186,NA,0.9851760021881604,0.8751952916464897,1.108977350028388,-0.021546609098601545,-0.19232311811033398,0.14922989991313104
CX5461 (2.5h) - Unperturbed,0 - all,7,0.10659874455754767,relative_to_all,01_CDK9_pT186,7,0.9579793985311705,0.9154099421210525,1.0025284692492282,-0.061933463932688435,-0.12751013398347508,0.003643206118098431
CX5461 (2.5h) - Unperturbed,all,7,0.7295153298776522,unnormalised,01_CDK9_pT186,NA,1.028605441510524,0.8821626805585199,1.1993583242891146,0.0406896909432787,-0.18088336564288707,0.26226274752944456
CX5461 (2.5h) - Unperturbed,1,7,0.6692694666932948,unnormalised,01_CDK9_pT186,NA,1.0425471307293879,0.8680020929291538,1.252191127931753,0.06011260547578765,-0.20422957358296395,0.32445478453453924
CX5461 (2.5h) - Unperturbed,1 - all,7,0.6291614984872607,relative_to_all,01_CDK9_pT186,7,1.013553971869321,0.9619400917022789,1.0679372476035893,0.019422914532509133,-0.055981047144983045,0.09482687621000105
CX5461 (2.5h) - Unperturbed,all,7,0.7347704979700047,unnormalised,01_CDK9_pT186,NA,1.0278076442429547,0.8824650874813146,1.1970882118173545,0.039570287232735174,-0.1803888919867211,0.25952946645219155
CX5461 (2.5h) - Unperturbed,2,7,0.6008118511833844,unnormalised,01_CDK9_pT186,NA,0.972404299516621,0.8797703535757855,1.0747919816520128,-0.040371822584486336,-0.1848011086311745,0.104057463462202
CX5461 (2.5h) - Unperturbed,2 - all,7,0.23268395553269863,relative_to_all,01_CDK9_pT186,7,0.9460956093908587,0.8706273881797998,1.028105610116422,-0.07994210981722137,-0.199872689774559,0.03998847014011605
CX5461 (2.5h) - Unperturbed,all,7,0.7279402073592424,unnormalised,01_CDK9_pT186,NA,1.028599270014722,0.8830104067378847,1.1981925130231035,0.04068103493900407,-0.1794976540004101,0.2608597238784181
CX5461 (2.5h) - Unperturbed,3,7,0.8618508821127652,unnormalised,01_CDK9_pT186,NA,0.9866039811399024,0.8522245609564512,1.142172451012997,-0.01945698598673664,-0.23069446456406467,0.19178049259059143
CX5461 (2.5h) - Unperturbed,3 - all,7,4.731517114648964e-4,relative_to_all,01_CDK9_pT186,7,0.9591723520528861,0.946489485166258,0.9720251681201284,-0.06013802092574059,-0.0793416161984848,-0.04093442565299633
CX5461 (2.5h) - Unperturbed,all,7,0.7322029254626907,unnormalised,01_CDK9_pT186,NA,1.028124670251372,0.882592131967347,1.1976543856371016,0.04001521613489516,-0.180181208690941,0.2602116409607316
CX5461 (2.5h) - Unperturbed,4,7,0.38967366208895093,unnormalised,01_CDK9_pT186,NA,0.9519753349356475,0.8569151394722134,1.057580846201428,-0.07100390016401957,-0.22277575393866103,0.08076795361062192
CX5461 (2.5h) - Unperturbed,4 - all,7,0.07253017915049066,relative_to_all,01_CDK9_pT186,7,0.9259337534453809,0.8621277222876268,0.9944620658926189,-0.11101911629891484,-0.21402647770625574,-0.008011754891573948
CX5461 (2.5h) - Unperturbed,all,7,0.7301657482246113,unnormalised,01_CDK9_pT186,NA,1.028372426738412,0.8827111099818863,1.198070168276858,0.040362833505669174,-0.17998673899561426,0.26071240600695267
CX5461 (2.5h) - Unperturbed,5,7,0.3756086339652298,unnormalised,01_CDK9_pT186,NA,1.0488420687832165,0.9501802165030008,1.157748463021155,0.06879745795656117,-0.07372692586765091,0.2113218417807732
CX5461 (2.5h) - Unperturbed,5 - all,7,0.6077218028726791,relative_to_all,01_CDK9_pT186,7,1.0199048919560456,0.9491492935357686,1.0959350607119984,0.02843462445089202,-0.07529306548751503,0.13216231438929896
CX5461 (2.5h) - Unperturbed,all,7,0.734453288233202,unnormalised,01_CDK9_pT186,NA,1.027819100092023,0.8825887995091489,1.1969470982426906,0.03958636728879172,-0.1801866559749339,0.2593593905525171
