treatment,reference_level,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl,cluster
AZD4573 (2.5h),Unperturbed,6,4.843898673894554e-7,unnormalised,03_CDK9,0.23160204791325392,0.2040710049248692,0.26284728012860564,-2.110280084646426,-2.29285688078085,-1.9277032885120013,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,1.4567846986756647e-5,unnormalised,03_CDK9,0.40297734917716976,0.3502667295137486,0.4636202364275208,-1.3112293458317674,-1.5134741362794406,-1.1089845553840942,Nucleolus
AZD4573 (2.5h),Unperturbed,6,4.161295118191757e-6,unnormalised,03_CDK9,0.2984873169559139,0.2567807379800349,0.34696791934006926,-1.7442584637441718,-1.9613911099619528,-1.5271258175263909,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,1.5889135175301077e-6,unnormalised,03_CDK9,0.28175246100284296,0.24643705502607754,0.3221287045195302,-1.8274998830308027,-2.020708894524094,-1.6342908715375117,PML bodies
AZD4573 (2.5h),Unperturbed,6,0.11149842033024523,unnormalised,03_RPS6,0.8960130575664929,0.7983473911375597,1.0056266335206467,-0.15840833810765118,-0.3249114406521256,0.008094764436823186,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.06585704382158755,unnormalised,03_RPS6,0.9628796341847738,0.931606011798926,0.9952030989339659,-0.054572631209067385,-0.1022081453723826,-0.0069371170457521916,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,0.11925317671134338,unnormalised,03_RPS6,0.8942397080564402,0.7926181074508091,1.0088902183129793,-0.1612664857724018,-0.3353021686727025,0.012769197127898806,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.008650341071934775,unnormalised,03_RPS6,0.8075065115106808,0.7238353645024419,0.9008495551752631,-0.30845420153740427,-0.4662664995478328,-0.15064190352697576,Nucleolus
AZD4573 (2.5h),Unperturbed,6,0.03722289682607144,unnormalised,03_RPS6,0.8522077096972971,0.7576789861112854,0.958529923331993,-0.23072299163250107,-0.40034135894485096,-0.061104624320151193,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,0.053784205098917945,unnormalised,03_RPS6,0.8638752597122544,0.766316621320268,0.9738539444142121,-0.21110508711300624,-0.3839874969546752,-0.03822267727133708,PML bodies
AZD4573 (2.5h),Unperturbed,6,0.008387230518653017,unnormalised,05_GTF2B,0.8304185913257038,0.7555998757400871,0.9126457784868333,-0.26808935192235556,-0.40430563041514905,-0.13187307342956217,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.10503228281668395,unnormalised,05_GTF2B,1.0956083592969887,0.9975049691746579,1.2033600974986856,0.131732178704581,-0.0036040665992163145,0.26706842400837844,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,0.004223686694094031,unnormalised,05_GTF2B,0.7812157805502293,0.701110034866677,0.8704740560399458,-0.3562070029442565,-0.512287210853077,-0.20012679503543576,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.02461790385170119,unnormalised,05_GTF2B,0.8644181284789973,0.7854435587952991,0.9513334121540249,-0.21019876633582543,-0.34842048629558253,-0.07197704637606829,Nucleolus
AZD4573 (2.5h),Unperturbed,6,0.009679291918529835,unnormalised,05_GTF2B,0.791241196275408,0.6997549500569099,0.8946883914610708,-0.3378105523659336,-0.515078307448162,-0.16054279728370538,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,0.0063165973737744855,unnormalised,05_GTF2B,0.7976224481089121,0.7160083017738531,0.8885393760814168,-0.3262220816912841,-0.4819517799417764,-0.17049238344079187,PML bodies
AZD4573 (2.5h),Unperturbed,6,0.1344656123357589,unnormalised,05_Sm,0.8809123113554249,0.7629989107722615,1.0170479791539022,-0.18292967877113167,-0.3902470973617354,0.024387739819472058,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.18196247908805258,unnormalised,05_Sm,1.1022643279477355,0.9713446549887889,1.2508296024752372,0.1404702301628209,-0.0419448076691184,0.32288526799476036,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,0.009177789772675683,unnormalised,05_Sm,0.7207519532626224,0.6082066274704283,0.8541231789802279,-0.4724252534086227,-0.7173665577580034,-0.22748394905924188,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.019577471464253912,unnormalised,05_Sm,1.2773012751199702,1.0973756127003511,1.4867275420932815,0.35309885147571585,0.13405741984223196,0.5721402831091997,Nucleolus
AZD4573 (2.5h),Unperturbed,6,0.10965053296950006,unnormalised,05_Sm,0.8458474524251943,0.7101655089164014,1.0074523527140389,-0.24153059640505414,-0.49377280116267863,0.01071160835257027,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,0.07266213800818422,unnormalised,05_Sm,0.8346543318387176,0.7091538800619296,0.9823648621880187,-0.26074925896972045,-0.4958293815068182,-0.025669136432622718,PML bodies
AZD4573 (2.5h),Unperturbed,6,2.5784589488904864e-4,unnormalised,07_POLR2A,0.5243948323934489,0.4446011747385869,0.6185092524837338,-0.931274626179484,-1.1694163345852244,-0.6931329177737435,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.007308911432403026,unnormalised,07_POLR2A,0.7622924104580155,0.6668482887821914,0.8713971810636069,-0.39158358247570013,-0.5845695162616527,-0.1985976486897476,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,3.101522034947361e-4,unnormalised,07_POLR2A,0.48691570146746527,0.4025313735603713,0.5889898673947602,-1.0382560712488802,-1.3128268626761994,-0.7636852798215611,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.04019264043090016,unnormalised,07_POLR2A,0.760412231426837,0.6189815382755292,0.9341583325965914,-0.39514635659248337,-0.6920317145843948,-0.0982609986005718,Nucleolus
AZD4573 (2.5h),Unperturbed,6,8.915123447292908e-4,unnormalised,07_POLR2A,0.5342959454503362,0.436697555359051,0.6537067904810104,-0.9042890256976411,-1.1952936399799696,-0.6132844114153128,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,6.567995013860636e-4,unnormalised,07_POLR2A,0.5450734674124705,0.45330905265751104,0.655413967877508,-0.8754773990742304,-1.1414331225147993,-0.6095216756336614,PML bodies
AZD4573 (2.5h),Unperturbed,6,0.019386331958772835,unnormalised,07_SETD1A,0.7350127261890899,0.60751216166551,0.8892722512399195,-0.44415886554932144,-0.7190148048538847,-0.16930292624475798,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.7119367829719575,unnormalised,07_SETD1A,1.0312135358206675,0.8826481848454698,1.2047850714675619,0.044343105907999815,-0.18008958693434238,0.2687757987503419,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,0.0016138902419850958,unnormalised,07_SETD1A,0.5814128029587131,0.47809279262861987,0.707061166067182,-0.7823652543012831,-1.064637438035313,-0.5000930705672533,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.5571705402663383,unnormalised,07_SETD1A,1.0727689718510462,0.8595908225528691,1.3388152092509908,0.10133941528196005,-0.21827801501620234,0.42095684558012236,Nucleolus
AZD4573 (2.5h),Unperturbed,6,0.028428328823248143,unnormalised,07_SETD1A,0.7166052780260016,0.5707520799474252,0.8997306230439429,-0.480749425391328,-0.8090638829264473,-0.15243496785620844,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,0.010115533358753388,unnormalised,07_SETD1A,0.6752582784588307,0.5483796404674584,0.8314928363104352,-0.5664886730471735,-0.8667530852980861,-0.26622426079626105,PML bodies
AZD4573 (2.5h),Unperturbed,6,0.003916905511182114,unnormalised,08_H3K4me3,0.7562932265139869,0.670447638354688,0.8531306723290171,-0.4029823969249837,-0.5768034321622969,-0.22916136168767054,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.24490763948100078,unnormalised,08_H3K4me3,1.0998516308240138,0.9516501742147423,1.2711326521054962,0.1373089183758803,-0.07149675735872424,0.3461145941104849,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,0.002081322504469573,unnormalised,08_H3K4me3,0.7148091368055541,0.6293273177349714,0.8119019906837711,-0.48437001962964693,-0.668117526353081,-0.30062251290621284,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.3391686748297236,unnormalised,08_H3K4me3,1.089914008349369,0.9264145751998109,1.2822688431256357,0.12421431424825234,-0.11027014358625581,0.3586987720827608,Nucleolus
AZD4573 (2.5h),Unperturbed,6,0.020695514668044278,unnormalised,08_H3K4me3,0.7875060659147753,0.677631007941829,0.9151969089138915,-0.3446370587125753,-0.5614282019463428,-0.1278459154788077,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,0.012538482372415565,unnormalised,08_H3K4me3,0.799564721338684,0.7058974079745347,0.9056609875417906,-0.32271327647233833,-0.502469571109521,-0.14295698183515562,PML bodies
AZD4573 (2.5h),Unperturbed,6,1.9605497375971235e-4,unnormalised,09_CCNT1,0.6043079861685879,0.534594526063887,0.6831123858224695,-0.7266440869393264,-0.903483029586423,-0.5498051442922302,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.00415287946059885,unnormalised,09_CCNT1,0.7840680812175825,0.7050595159603057,0.871930301014237,-0.35094916481909355,-0.5041830504869866,-0.1977152791512006,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,1.6635873910196718e-4,unnormalised,09_CCNT1,0.5485512703798946,0.475989580303247,0.632174544753041,-0.8663016263718912,-1.070998102466258,-0.6616051502775244,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.018490496000302104,unnormalised,09_CCNT1,0.779267786386856,0.6690260605997622,0.9076750797358798,-0.3598089158878345,-0.5798656855665729,-0.1397521462090959,Nucleolus
AZD4573 (2.5h),Unperturbed,6,8.650456601979602e-4,unnormalised,09_CCNT1,0.6163678302764313,0.5279527992643075,0.7195895215047106,-0.6981365288033077,-0.9215191412718827,-0.47475391633473296,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,4.992199286195028e-4,unnormalised,09_CCNT1,0.6066369932516703,0.5251376527288802,0.7007847174337424,-0.7210946174438673,-0.9292324532913989,-0.5129567815963356,PML bodies
AZD4573 (2.5h),Unperturbed,6,0.438688878410188,unnormalised,09_SRRM2,0.9586483748689478,0.8675843303114867,1.0592707527450684,-0.06092635248666743,-0.20492409856926982,0.08307139359593484,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,3.238105607823569e-5,unnormalised,09_SRRM2,1.805040797698796,1.6258042648642483,2.0040372336144396,0.8520314454074953,0.7011535777649565,1.0029093130500342,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,0.03888124071968154,unnormalised,09_SRRM2,0.90659158256147,0.842780847104137,0.9752337163278614,-0.14147532860412138,-0.24677056680458687,-0.036180090403655836,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,2.2271670805367038e-5,unnormalised,09_SRRM2,2.4349955447107128,2.1006609649049257,2.8225417627205593,1.283919132623987,1.0708433377752589,1.4969949274727146,Nucleolus
AZD4573 (2.5h),Unperturbed,6,0.03222278024412762,unnormalised,09_SRRM2,0.8280461410269538,0.724719994422809,0.9461038979829893,-0.27221693395494484,-0.4645043972575306,-0.0799294706523592,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,0.004471122773244685,unnormalised,09_SRRM2,0.7520391114776751,0.662767426121831,0.8533352770541386,-0.41112040044777454,-0.5934253965635427,-0.22881540433200637,PML bodies
AZD4573 (2.5h),Unperturbed,6,2.340050312926168e-5,unnormalised,10_H3K27ac,0.6382758940327362,0.5920661573935427,0.6880922204653136,-0.6477479327840081,-0.7561697034742167,-0.5393261620937997,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.18148738328109645,unnormalised,10_H3K27ac,0.9366902649401428,0.8605127051415545,1.0196115027602113,-0.09435602363802187,-0.2167316016231633,0.02801955434711958,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,1.4279195206790026e-4,unnormalised,10_H3K27ac,0.6858719412429445,0.6289159600486887,0.7479859785207973,-0.5439888581101662,-0.6690608474510817,-0.41891686876925077,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.05804841883971981,unnormalised,10_H3K27ac,0.8869355685740781,0.8020450140035047,0.9808111627988823,-0.17309879112193308,-0.318244886066015,-0.02795269617785096,Nucleolus
AZD4573 (2.5h),Unperturbed,6,2.182186072869008e-4,unnormalised,10_H3K27ac,0.6959557958812502,0.6360990741830693,0.7614450161600254,-0.5229324196871512,-0.6526766081499844,-0.39318823122431823,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,3.386326869245756e-4,unnormalised,10_H3K27ac,0.7285380378594928,0.6690964216981309,0.7932603663625937,-0.45692379576348663,-0.5797139661102086,-0.3341336254167646,PML bodies
AZD4573 (2.5h),Unperturbed,6,4.831989349440023e-10,unnormalised,10_POL2RA_pS2,0.1513299732834429,0.14374737908093513,0.15931254510785592,-2.724230330566753,-2.7983924429792753,-2.6500682181542308,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,1.548828599505204e-9,unnormalised,10_POL2RA_pS2,0.2537436378430452,0.2424946032163841,0.26551450173251634,-1.9785564450717397,-2.0439754548024323,-1.913137435341047,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,3.642487330735167e-9,unnormalised,10_POL2RA_pS2,0.1421415922087141,0.13194938732398764,0.15312107653837784,-2.8145993299382748,-2.92194344302346,-2.7072552168530892,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,8.569352306058807e-8,unnormalised,10_POL2RA_pS2,0.23940817319685367,0.21826426556358788,0.2626003539583372,-2.06245568935076,-2.1958521446511785,-1.9290592340503416,Nucleolus
AZD4573 (2.5h),Unperturbed,6,2.159126053048755e-8,unnormalised,10_POL2RA_pS2,0.18214334379504019,0.1668925328036693,0.1987877895523723,-2.456853820363061,-2.5830086885877805,-2.3306989521383414,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,3.811359895392284e-9,unnormalised,10_POL2RA_pS2,0.1799686302922748,0.1684905176210227,0.19222866869058938,-2.474182637587016,-2.5692606937833062,-2.379104581390726,PML bodies
AZD4573 (2.5h),Unperturbed,6,0.35496748645975906,unnormalised,11_KPNA2_MAX,0.9338273821664465,0.8167970601186265,1.0676257570726195,-0.09877220224155517,-0.2919504213257998,0.09440601684268962,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.9344337337863684,unnormalised,11_KPNA2_MAX,1.0050413666616713,0.8959474571003541,1.127418958216898,0.007254882746946021,-0.1585139670726268,0.17302373256651898,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,0.3990129308317479,unnormalised,11_KPNA2_MAX,0.9359489763296883,0.8112966839444313,1.0797535644218064,-0.09549821208998,-0.30169850327657444,0.11070207909661434,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.10478651636447008,unnormalised,11_KPNA2_MAX,1.1564606518363743,0.996162501487873,1.3425532854812974,0.2097161796219501,-0.005546990176496165,0.42497934942039645,Nucleolus
AZD4573 (2.5h),Unperturbed,6,0.26820381892478135,unnormalised,11_KPNA2_MAX,0.912295077660221,0.7872209575793297,1.0572410461254749,-0.13242756191932684,-0.3451594659362034,0.0803043420975497,Nucleoplasm
AZD4573 (2.5h),Unperturbed,6,0.3680880022427322,unnormalised,11_KPNA2_MAX,0.932218239667945,0.8093216581144151,1.0737768323095411,-0.10126035413981319,-0.3052148911974881,0.10269418291786167,PML bodies
AZD4573 (2.5h),Unperturbed,6,0.042870593494726626,unnormalised,11_PML,0.7583656317695511,0.6136717181435288,0.9371760412701935,-0.39903451039688437,-0.7044609983506263,-0.0936080224431425,Cajal bodies
AZD4573 (2.5h),Unperturbed,6,0.2064598683000185,unnormalised,11_PML,0.9027646045991043,0.7835992589874647,1.0400519423283612,-0.14757824012633022,-0.3518120615692735,0.056655581316613114,Nuclear periphery
AZD4573 (2.5h),Unperturbed,6,0.005977675624427915,unnormalised,11_PML,0.6527421932139076,0.5337685476581137,0.7982343146127218,-0.6154147968554605,-0.9057137977898982,-0.3251157959210228,Nuclear speckles
AZD4573 (2.5h),Unperturbed,6,0.227893717267222,unnormalised,11_PML,0.8960899432876304,0.7634934282061479,1.0517146013264962,-0.15828454762393962,-0.3893123558550254,0.07274326060714618,Nucleolus
