siRNA,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
SBF2 - scrambled,Cytoplasm (combined),4,0.001384856378205843,unnormalised,10_H3K27ac,NA,0.8094147420620366,0.7680781789992981,0.8529759633595215,-0.3050489694949143,-0.38067493144835807,-0.22942300754147024
SBF2 - scrambled,4,4,0.0038875647411447194,unnormalised,10_H3K27ac,NA,0.8554137202005627,0.8128548919440298,0.9002008106974043,-0.22530574773090167,-0.29893026455206906,-0.1516812309097342
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.0022011100539571513,relative_to_Cytoplasm (combined),10_H3K27ac,4,1.0568299238303231,1.0405823614145353,1.0733311742714355,0.07974322176401266,0.05739115796303982,0.10209528556498539
SBF2 - scrambled,Cytoplasm (combined),4,0.0012281242870608988,unnormalised,10_H3K27ac,NA,0.8100582492252559,0.7700889563564163,0.8521020353837977,-0.3039024426346218,-0.3769029874154171,-0.23090189785382656
SBF2 - scrambled,5,4,0.002052881945694563,unnormalised,10_H3K27ac,NA,0.8517442429039958,0.8149566788830008,0.8901924165029793,-0.23150780397392987,-0.29520472366853406,-0.1678108842793254
SBF2 - scrambled,5 - Cytoplasm (combined),4,0.007199684398521171,relative_to_Cytoplasm (combined),10_H3K27ac,4,1.05146048906805,1.031205525365701,1.072113301254034,0.07239463866069215,0.04433189902587492,0.10045737829550894
SBF2 - scrambled,Cytoplasm (combined),4,0.0013545878603372548,unnormalised,10_H3K27ac,NA,0.8135074948297781,0.773157153104073,0.8559636827871899,-0.29777245740511643,-0.3711664065325678,-0.22437850827766492
SBF2 - scrambled,6,4,0.003488760743307227,unnormalised,10_H3K27ac,NA,0.853800331862996,0.8120381530001224,0.8977102910696023,-0.22802937154167321,-0.3003805819461583,-0.15567816113718796
SBF2 - scrambled,6 - Cytoplasm (combined),4,0.004385404881471837,relative_to_Cytoplasm (combined),10_H3K27ac,4,1.0495297674444277,1.0325336475838238,1.0668056535780166,0.06974308586344333,0.04618879608671935,0.09329737564016746
SBF2 - scrambled,Cytoplasm (combined),4,0.0012190531309117744,unnormalised,10_H3K27ac,NA,0.813493271159233,0.7742155679662149,0.8547636208863053,-0.2977976822475237,-0.3691927771798432,-0.22640258731520427
SBF2 - scrambled,9,4,5.439834516428037e-4,unnormalised,10_H3K27ac,NA,0.7048192583377557,0.6584928696068509,0.7544048080890801,-0.5046747501852339,-0.6027602763319676,-0.4065892240385003
SBF2 - scrambled,9 - Cytoplasm (combined),4,0.0011231288351026077,relative_to_Cytoplasm (combined),10_H3K27ac,4,0.8664106801195588,0.8377429620548315,0.8960594127630573,-0.20687706793771027,-0.25542043360234085,-0.15833370227307955
SBF2 - scrambled,Cytoplasm (combined),4,8.355841021106869e-5,unnormalised,10_POL2RA_pS2,NA,0.5977728141552636,0.5618400773550063,0.6360036454240305,-0.7423308080674482,-0.8317685559711562,-0.6528930601637404
SBF2 - scrambled,0,4,1.306581082188985e-4,unnormalised,10_POL2RA_pS2,NA,0.6777885853016477,0.6431346420711735,0.7143097826074948,-0.5610927544174384,-0.636807293393503,-0.4853782154413738
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.0013361133315005452,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.1338564907128765,1.0994089823904283,1.169383334249637,0.18123805365001,0.13672817164238504,0.22574793565763487
SBF2 - scrambled,Cytoplasm (combined),4,6.474046531873372e-5,unnormalised,10_POL2RA_pS2,NA,0.5982066149488595,0.5644768855820078,0.6339518292225697,-0.7412842310680945,-0.825013588714516,-0.6575548734216732
SBF2 - scrambled,10,4,9.862776004761228e-5,unnormalised,10_POL2RA_pS2,NA,0.6157371605357804,0.5793392333222082,0.6544218465760376,-0.6996134551911128,-0.7875197260924074,-0.6117071842898186
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.4111133906369515,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.029305168396407,0.9676702506850602,1.0948658687579853,0.04167077587698149,-0.04741258535046303,0.1307541371044262
SBF2 - scrambled,Cytoplasm (combined),4,6.371791009679694e-5,unnormalised,10_POL2RA_pS2,NA,0.5969834636452247,0.5633242846532589,0.6326538116232931,-0.7442371252857949,-0.8279624280433708,-0.6605118225282194
SBF2 - scrambled,11,4,7.721380022129616e-4,unnormalised,10_POL2RA_pS2,NA,0.6596435822513226,0.6037506906301906,0.7207108204732191,-0.6002413749768671,-0.7279751606396866,-0.47250758931404796
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.06777126956324622,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.1049612299534908,1.021345620849318,1.195422288769435,0.1439957503089276,0.030471153296028775,0.25752034732182655
SBF2 - scrambled,Cytoplasm (combined),4,9.154028065455199e-5,unnormalised,10_POL2RA_pS2,NA,0.5977601223320081,0.5610132754348554,0.6369139189681596,-0.7423614394786162,-0.8338931846995955,-0.6508296942576373
SBF2 - scrambled,12,4,8.671329163619304e-4,unnormalised,10_POL2RA_pS2,NA,0.689107962049556,0.6350675165105663,0.7477469261367763,-0.5371980682542448,-0.6550181162986276,-0.41937802020986203
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.01679028318835051,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.1528168847416214,1.0743122185020815,1.2370582283783285,0.20516337122437164,0.10341333282520865,0.30691340962353453
SBF2 - scrambled,Cytoplasm (combined),4,7.556412074996809e-5,unnormalised,10_POL2RA_pS2,NA,0.5970115305608417,0.5619152343770395,0.6342998833582836,-0.7441692992058238,-0.8315755803971946,-0.6567630180144532
SBF2 - scrambled,13,4,0.0023517082133797202,unnormalised,10_POL2RA_pS2,NA,0.7072513536407493,0.6407034809623616,0.7807113463397227,-0.49970506202309506,-0.6422712661559182,-0.35713885789027194
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.02962978282880676,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.1846527536517542,1.071585894136987,1.309649701823416,0.244464237182729,0.09974749544507794,0.38918097892037973
SBF2 - scrambled,Cytoplasm (combined),4,5.6265798419970184e-5,unnormalised,10_POL2RA_pS2,NA,0.5979661401172458,0.5653668679822025,0.6324450988839581,-0.7418643008786334,-0.8227407550474752,-0.6609878467097914
SBF2 - scrambled,14,4,0.0033521541306587937,unnormalised,10_POL2RA_pS2,NA,0.7037523944645544,0.6302745156154659,0.7857963799011656,-0.506860169024852,-0.6659477645976963,-0.3477725734520075
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.03779527229212601,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.1769101078642457,1.0601721349222415,1.306502365386751,0.2350041318537815,0.08429852708740464,0.3857097366201582
SBF2 - scrambled,Cytoplasm (combined),4,6.736256685572754e-5,unnormalised,10_POL2RA_pS2,NA,0.5990086612120339,0.5649892654401069,0.6350764486251462,-0.7393512314437333,-0.8237046377019147,-0.6549978251855522
SBF2 - scrambled,15,4,2.5023745658619636e-4,unnormalised,10_POL2RA_pS2,NA,0.6307666807411141,0.5861415245415127,0.6787893177238703,-0.6648216408450791,-0.770679047811742,-0.5589642338784162
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.21759117127046787,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.0530176299368044,0.982551643238236,1.1285372495060462,0.07452959059865417,-0.025394856996373887,0.17445403819368235
SBF2 - scrambled,Cytoplasm (combined),4,7.983022310445162e-5,unnormalised,10_POL2RA_pS2,NA,0.5974342874658102,0.5618839784336184,0.6352338588382587,-0.7431480568747566,-0.8316558310221631,-0.6546402827273501
SBF2 - scrambled,19,4,0.004602646240407804,unnormalised,10_POL2RA_pS2,NA,0.7318730504225046,0.6577177482316162,0.8143890952842531,-0.45033467234716373,-0.6044594935822414,-0.29620985111208575
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.018529176449155447,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.2250268619950744,1.1043425029948082,1.35889980557649,0.29281338452759287,0.1431876818437545,0.4424390872114315
SBF2 - scrambled,Cytoplasm (combined),4,8.386379205289337e-5,unnormalised,10_POL2RA_pS2,NA,0.5968961836688457,0.5608847357520577,0.6352197365483846,-0.7444480651231538,-0.8342237736869935,-0.654672356559314
SBF2 - scrambled,2,4,2.3220367807626904e-4,unnormalised,10_POL2RA_pS2,NA,0.5725556466206968,0.5247897963018715,0.62466909758412,-0.8045121794902885,-0.9301884255559831,-0.6788359334245939
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.2720633717909931,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,0.9592214899104584,0.8996514555276423,1.0227359285117823,-0.06006411436713482,-0.15256191652886705,0.03243368779459731
SBF2 - scrambled,Cytoplasm (combined),4,6.651980769352102e-5,unnormalised,10_POL2RA_pS2,NA,0.5969037243155907,0.5628830947774605,0.6329805592095209,-0.7444298395334357,-0.8290927748872838,-0.6597669041795875
SBF2 - scrambled,3,4,2.1008145534406742e-4,unnormalised,10_POL2RA_pS2,NA,0.6683677575518072,0.6285934522266524,0.7106587855034782,-0.5812859562549815,-0.6698008505733788,-0.49277106193658404
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.013373016792999176,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.1197245557785005,1.0625615915281068,1.1799627342168948,0.1631438832784543,0.0875464696896652,0.23874129686724335
SBF2 - scrambled,Cytoplasm (combined),4,8.972765820720324e-5,unnormalised,10_POL2RA_pS2,NA,0.5978319053213411,0.5612688069517577,0.6367768573514625,-0.7421882015170709,-0.8332362125098363,-0.6511401905243054
SBF2 - scrambled,4,4,5.656236605875729e-4,unnormalised,10_POL2RA_pS2,NA,0.687962052224571,0.6392560725636565,0.7403790212003241,-0.539599106380501,-0.6455341345853016,-0.4336640781757003
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.007316243663806817,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.1507616875261684,1.0895268283052169,1.215438139818896,0.20258909513656995,0.1237017215445539,0.2814764687285857
SBF2 - scrambled,Cytoplasm (combined),4,7.023115601268848e-5,unnormalised,10_POL2RA_pS2,NA,0.5973185185331187,0.5628626294713024,0.6338836403435283,-0.7434276448611035,-0.8291452293538153,-0.6577100603683914
SBF2 - scrambled,5,4,4.664085248513718e-4,unnormalised,10_POL2RA_pS2,NA,0.6114757736129337,0.5577968068808675,0.6703204771041164,-0.7096327539120462,-0.8421884192345165,-0.577077088589576
SBF2 - scrambled,5 - Cytoplasm (combined),4,0.603089081890803,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,1.023701349682883,0.943622623181612,1.110575803925869,0.033794890949057396,-0.083718087542852,0.15130786944096652
SBF2 - scrambled,Cytoplasm (combined),4,6.939882603269201e-5,unnormalised,10_POL2RA_pS2,NA,0.5978107471895528,0.5634805780709151,0.6342324888620291,-0.7422392614750684,-0.8275622101396656,-0.6569163128104714
SBF2 - scrambled,6,4,4.9232638334570585e-5,unnormalised,10_POL2RA_pS2,NA,0.5656119600443018,0.5326392344880779,0.600625843217559,-0.8221154681732653,-0.908769392743994,-0.7354615436025363
SBF2 - scrambled,6 - Cytoplasm (combined),4,0.027109170797010147,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,0.9461388285563199,0.9164760787085338,0.9767616457195261,-0.07987620669819688,-0.12583086996394727,-0.03392154343244652
SBF2 - scrambled,Cytoplasm (combined),4,5.937286355340882e-5,unnormalised,10_POL2RA_pS2,NA,0.5984604415766783,0.5654523876720486,0.633395327247032,-0.740672207162707,-0.8225225436364867,-0.6588218706889273
SBF2 - scrambled,9,4,7.20020474630579e-5,unnormalised,10_POL2RA_pS2,NA,0.5968994098201329,0.56221081856119,0.633728298497417,-0.7444402675529691,-0.8308168792793749,-0.6580636558265631
SBF2 - scrambled,9 - Cytoplasm (combined),4,0.9043605995362275,relative_to_Cytoplasm (combined),10_POL2RA_pS2,4,0.997391587399774,0.9582763888408292,1.038103401273593,-0.003768060390262097,-0.06148627264101343,0.053950151860489313
SBF2 - scrambled,Cytoplasm (combined),4,0.5261533194462875,unnormalised,11_KPNA2_MAX,NA,1.0665402233046537,0.8890164416431011,1.2795129478419671,0.09293837624376579,-0.16971799410270969,0.3555947465902411
SBF2 - scrambled,0,4,0.03370775100209297,unnormalised,11_KPNA2_MAX,NA,1.2586160575350898,1.0919957824289501,1.4506597972032382,0.33183825417107216,0.12696728420594441,0.5367092241361998
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.004102939700839006,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.1800924428666113,1.1170352012041134,1.246709299948387,0.2388998779273066,0.159674650281756,0.3181251055728567
SBF2 - scrambled,Cytoplasm (combined),4,0.5520964311613904,unnormalised,11_KPNA2_MAX,NA,1.0647583023688056,0.8807882293361545,1.2871541702115756,0.09052597923279658,-0.1831329057214857,0.36418486418707885
SBF2 - scrambled,10,4,0.15376844928961886,unnormalised,11_KPNA2_MAX,NA,0.8093297943150912,0.6391949888200559,1.0247494542709963,-0.30520038769662694,-0.645671997060762,0.03527122166750799
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.02858120597695787,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,0.7601065824183257,0.6473941619673658,0.8924424262336663,-0.39572636692942365,-0.6272837391312955,-0.16416899472755175
SBF2 - scrambled,Cytoplasm (combined),4,0.5697941434000797,unnormalised,11_KPNA2_MAX,NA,1.0617268782162312,0.878144154915746,1.2836889679405084,0.08641269069991253,-0.1874703048864436,0.3602956862862686
SBF2 - scrambled,11,4,0.13108350004425143,unnormalised,11_KPNA2_MAX,NA,1.1826535954201725,0.9942104741751493,1.4068143145652057,0.24202756365848485,-0.0083767924910233,0.4924319198079928
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.05924064778176597,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.1138962568293511,1.027319898864979,1.2077687508528578,0.15561487295857213,0.03888549484250767,0.2723442510746368
SBF2 - scrambled,Cytoplasm (combined),4,0.5473381496611547,unnormalised,11_KPNA2_MAX,NA,1.0644359995185764,0.88340045972509,1.2825712105964973,0.09008920864137664,-0.1788605117249009,0.35903892900765433
SBF2 - scrambled,12,4,0.013900247269345937,unnormalised,11_KPNA2_MAX,NA,1.2821637600306817,1.1411671141683957,1.4405812147277037,0.35858053707056375,0.19051007745307144,0.52665099668805615
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.015431639336572564,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.2045475356062545,1.100888280608887,1.3179673097551805,0.2684913284291869,0.1386680700017678,0.39831458685660626
SBF2 - scrambled,Cytoplasm (combined),4,0.545499466473488,unnormalised,11_KPNA2_MAX,NA,1.0648145847097645,0.8835726647283156,1.283233564224469,0.09060223701641375,-0.1785793084609482,0.3597837824937756
SBF2 - scrambled,13,4,0.039377591220148035,unnormalised,11_KPNA2_MAX,NA,1.2741540796591335,1.0884480481359595,1.4915444255629036,0.34953974895933143,0.12227254901872937,0.5768069488999332
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.005653292627094892,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.1965971333933487,1.1212699121940237,1.2769848580378338,0.2589375119429175,0.16513360562925622,0.3527414182565789
SBF2 - scrambled,Cytoplasm (combined),4,0.5603926424990936,unnormalised,11_KPNA2_MAX,NA,1.0636498290930536,0.8789861320622161,1.2871089971298924,0.08902327021864648,-0.18608769102368433,0.3641342314609772
SBF2 - scrambled,14,4,0.029103083657748125,unnormalised,11_KPNA2_MAX,NA,1.3193448307924398,1.1207793068313223,1.5530896867287565,0.39982168411623464,0.1645022243651041,0.6351411438673649
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.007090226023689515,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.2403939667977106,1.1414288821595668,1.3479396017710665,0.3107984138975881,0.19084097384033333,0.43075585395484295
SBF2 - scrambled,Cytoplasm (combined),4,0.5480113249006837,unnormalised,11_KPNA2_MAX,NA,1.0648494836634537,0.8824268372886057,1.284984063202817,0.09064952010502078,-0.18045142653919796,0.36175046674923933
SBF2 - scrambled,15,4,0.058274985019303525,unnormalised,11_KPNA2_MAX,NA,1.3327684830667772,1.0758007709115915,1.6511159663428898,0.414426189774019,0.10541092786600796,0.72344145168203
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.013373825876981868,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.251602694571996,1.1279809872963888,1.3887727920082968,0.3237766696689983,0.1737427505697013,0.47381058876829535
SBF2 - scrambled,Cytoplasm (combined),4,0.5531571080017923,unnormalised,11_KPNA2_MAX,NA,1.0638512235005344,0.8818449761382151,1.2834222072680899,0.0892964082398465,-0.18140303526547405,0.35999585174516713
SBF2 - scrambled,19,4,0.02855166912923529,unnormalised,11_KPNA2_MAX,NA,1.3506386995370048,1.1328702739928038,1.6102681291632153,0.43364180042406214,0.17998266629303064,0.6873009345550936
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.0208900660987842,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.2695747955177552,1.1186751432916207,1.4408295125529345,0.34434539218421556,0.1617911469443499,0.5268996374240811
SBF2 - scrambled,Cytoplasm (combined),4,0.5594852566005782,unnormalised,11_KPNA2_MAX,NA,1.0626686696033614,0.8810837534408884,1.2816769086326592,0.08769184782690873,-0.1826489305308602,0.35803262618467757
SBF2 - scrambled,2,4,0.5683829015662116,unnormalised,11_KPNA2_MAX,NA,0.9420304746332702,0.7801493455120249,1.1375019670821553,-0.08615436319034238,-0.35817776654671457,0.18586904016602998
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.03421603255065136,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,0.8864761911018615,0.8226176103487771,0.9552920184352485,-0.17384621101725092,-0.28170613793977817,-0.0659862840947237
SBF2 - scrambled,Cytoplasm (combined),4,0.5617014769631052,unnormalised,11_KPNA2_MAX,NA,1.0621372680802494,0.8810291097432194,1.28047480357803,0.08697022864795055,-0.18273840742341954,0.35667886471932037
SBF2 - scrambled,3,4,0.19349949185680437,unnormalised,11_KPNA2_MAX,NA,1.1226847166578284,0.9708748236214108,1.2982322152670889,0.16695283283463885,-0.04264279613484737,0.3765484618041248
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.2541741150615194,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.0570052952637796,0.9741048785638275,1.1469608856316413,0.07998260418668812,-0.0378509841421272,0.19781619251550361
SBF2 - scrambled,Cytoplasm (combined),4,0.5457654348291239,unnormalised,11_KPNA2_MAX,NA,1.0646334903106656,0.8837544172758062,1.2825332994486627,0.09035685513064959,-0.17828257391471966,0.3589962841760187
SBF2 - scrambled,4,4,0.0392729424841377,unnormalised,11_KPNA2_MAX,NA,1.2084912318270082,1.0686058979451134,1.3666881871147716,0.2732070057095503,0.09572988494662237,0.45068412647247813
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.026877961773591634,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.1351241932792893,1.0555091075661602,1.2207444965956324,0.18285015057890075,0.07793902717758079,0.287761273980221
SBF2 - scrambled,Cytoplasm (combined),4,0.5577216089418184,unnormalised,11_KPNA2_MAX,NA,1.0633285369513024,0.8807265573570164,1.2837895803755845,0.08858741568386931,-0.18323392543380693,0.3604087568015457
SBF2 - scrambled,5,4,0.977566964748737,unnormalised,11_KPNA2_MAX,NA,0.997147527365028,0.8269565158677986,1.2023645406394543,-0.004121128626385484,-0.27411662521420516,0.2658743679614343
SBF2 - scrambled,5 - Cytoplasm (combined),4,0.30571616341457203,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,0.9377605252878628,0.8423229312520857,1.0440114713260584,-0.09270854431025488,-0.24755465257265122,0.0621375639521414
SBF2 - scrambled,Cytoplasm (combined),4,0.548325121850481,unnormalised,11_KPNA2_MAX,NA,1.0649339471213632,0.8821506867216938,1.2855902384954716,0.09076394959129155,-0.1809029805811756,0.36243087976375865
SBF2 - scrambled,6,4,0.05159928207376034,unnormalised,11_KPNA2_MAX,NA,0.7530394660731308,0.6150184667031657,0.9220348138544553,-0.40920261775119066,-0.7012983650515862,-0.11710687045079496
SBF2 - scrambled,6 - Cytoplasm (combined),4,0.0016292995681713455,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,0.70712316769381,0.6464692938383716,0.7734677873414085,-0.49996656734248224,-0.62934624871752,-0.37058688596744455
SBF2 - scrambled,Cytoplasm (combined),4,0.5285499332648886,unnormalised,11_KPNA2_MAX,NA,1.0664773831250571,0.8881184385263103,1.2806557767278863,0.09285337064866381,-0.17117600921233436,0.3568827505096615
SBF2 - scrambled,9,4,0.09714433446321726,unnormalised,11_KPNA2_MAX,NA,1.1906926788357117,1.0161198212589875,1.3952577498944478,0.2518010975577127,0.023070535322231172,0.48053165979319423
SBF2 - scrambled,9 - Cytoplasm (combined),4,0.027991803261348938,relative_to_Cytoplasm (combined),11_KPNA2_MAX,4,1.116472508162031,1.0472166378010095,1.1903084963385355,0.15894772690904901,0.06655992359740426,0.2513355302206937
SBF2 - scrambled,Cytoplasm (combined),4,0.0012775613302112682,unnormalised,11_PML,NA,0.8423733613324026,0.8080229101548322,0.8781841095897631,-0.2474682806525291,-0.30753189609570647,-0.18740466520935173
SBF2 - scrambled,0,4,0.005796572735839312,unnormalised,11_PML,NA,0.8326625547118358,0.7788547435788573,0.8901877220820229,-0.2641961482486533,-0.36057380415980633,-0.16781849233750004
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.466048118718052,relative_to_Cytoplasm (combined),11_PML,4,0.9884720872402626,0.960950518539428,1.016781872117832,-0.016727867596124064,-0.057465949523799444,0.02401021433155113
SBF2 - scrambled,Cytoplasm (combined),4,0.0019648571278114728,unnormalised,11_PML,NA,0.8431267473461314,0.8048954204485246,0.8831740050084296,-0.24617856689615475,-0.31312674793526923,-0.17923038585704018
SBF2 - scrambled,10,4,1.6474242529031038e-4,unnormalised,11_PML,NA,0.8512083312887484,0.831805616694569,0.8710636339949427,-0.23241582345364012,-0.265681668198305,-0.19914997870897533
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.7250605092939237,relative_to_Cytoplasm (combined),11_PML,4,1.0095852538993157,0.9607842217592344,1.0608650327590057,0.013762743442514389,-0.05771563595103522,0.08524112283606416
SBF2 - scrambled,Cytoplasm (combined),4,0.0012203267048485132,unnormalised,11_PML,NA,0.8424918275445682,0.8085663391516722,0.8778407473950539,-0.24726540315441925,-0.306561949835475,-0.1879688564733632
SBF2 - scrambled,11,4,0.008679248939372068,unnormalised,11_PML,NA,0.8153183700092316,0.7500370764644313,0.8862815790494246,-0.29456457401640923,-0.4149661809998241,-0.17416296703299447
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.25491029381266334,relative_to_Cytoplasm (combined),11_PML,4,0.9677463250717417,0.9220323347521964,1.0157267965461994,-0.04729917086199016,-0.11711074947281161,0.02251240774883142
SBF2 - scrambled,Cytoplasm (combined),4,0.0019364068893263902,unnormalised,11_PML,NA,0.8435150511228031,0.8055112039428916,0.8833119117250041,-0.24551428365193684,-0.3120234392138237,-0.17900512809004993
SBF2 - scrambled,12,4,0.01689819163115156,unnormalised,11_PML,NA,0.9014837231358966,0.8562018776643773,0.9491603841092227,-0.14962665177452422,-0.22397709549581962,-0.07527620805322875
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.0543364671911041,relative_to_Cytoplasm (combined),11_PML,4,1.0687227476687362,1.0183053986065915,1.1216363116089836,0.09588763187741262,0.02617030304345311,0.165604960711372
SBF2 - scrambled,Cytoplasm (combined),4,0.001874843859379236,unnormalised,11_PML,NA,0.8430331933269777,0.8052446862590171,0.882595038724011,-0.2463386583754635,-0.31250085946934797,-0.180176457281579
SBF2 - scrambled,13,4,0.002699159701128631,unnormalised,11_PML,NA,0.8898407749420091,0.8596204967445641,0.921123458256351,-0.16838088661997802,-0.21822821216913582,-0.11853356107082035
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.009768344238738404,relative_to_Cytoplasm (combined),11_PML,4,1.055522821622608,1.0316792718960441,1.0799174291042803,0.07795777175548547,0.04499453591465028,0.11092100759632044
SBF2 - scrambled,Cytoplasm (combined),4,0.0014520063211534504,unnormalised,11_PML,NA,0.8435736119986168,0.8083100476402875,0.8803755946592848,-0.24541412829317327,-0.3070193137980065,-0.1838089427883399
SBF2 - scrambled,14,4,0.016532125378953866,unnormalised,11_PML,NA,0.8710097787311154,0.8136100801390143,0.932458991308959,-0.19923917899354035,-0.2975905414583208,-0.10088781652875992
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.24877776510451366,relative_to_Cytoplasm (combined),11_PML,4,1.0325237375165115,0.9855935651995749,1.0816885440188402,0.04617494929963281,-0.020935257974847916,0.11328515657411359
SBF2 - scrambled,Cytoplasm (combined),4,0.0017545948525938071,unnormalised,11_PML,NA,0.8437466174243844,0.8067506100914869,0.8824391893975251,-0.2451182815815366,-0.3098053311610393,-0.18043123200203384
SBF2 - scrambled,15,4,0.08488014100605083,unnormalised,11_PML,NA,0.7926822916413274,0.6491175815614388,0.9679990703229376,-0.3351853476418519,-0.6234482623165299,-0.046922432967173903
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.5513623851009906,relative_to_Cytoplasm (combined),11_PML,4,0.9394790749633632,0.7781866906177307,1.1342020403784923,-0.0900670660603154,-0.36181178888139653,0.1816776567607657
SBF2 - scrambled,Cytoplasm (combined),4,0.0018059569962862881,unnormalised,11_PML,NA,0.8436257241617197,0.8063266511998767,0.8826501783220418,-0.24532500787012534,-0.3105636871545529,-0.18008632858569765
SBF2 - scrambled,19,4,0.008729408970240344,unnormalised,11_PML,NA,0.8918218745289342,0.8509834466703523,0.9346201256913492,-0.16517250850378581,-0.23279702600651453,-0.09754799100105695
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.030428932667977953,relative_to_Cytoplasm (combined),11_PML,4,1.057129778036469,1.022636876211291,1.092786103853093,0.08015249936633935,0.03229395555361979,0.12801104317905918
SBF2 - scrambled,Cytoplasm (combined),4,0.001866645843211536,unnormalised,11_PML,NA,0.8433914969551289,0.8057217303553111,0.8828224315391576,-0.24572561840015578,-0.3116464292775979,-0.1798048075227136
SBF2 - scrambled,2,4,7.697222701838454e-4,unnormalised,11_PML,NA,0.757970864392758,0.7145998467661531,0.8039741876075599,-0.3997857011136057,-0.4847924903256889,-0.3147789119015224
SBF2 - scrambled,2 - Cytoplasm (combined),4,9.054257766711475e-4,relative_to_Cytoplasm (combined),11_PML,4,0.8987176976875358,0.8776809263576353,0.9202586906937843,-0.15406008271345004,-0.18823153966571332,-0.11988862576118661
SBF2 - scrambled,Cytoplasm (combined),4,0.0018439035610469724,unnormalised,11_PML,NA,0.8417045305869134,0.8037990083363693,0.8813975999757158,-0.24861421203144304,-0.3150932973726211,-0.18213512669026502
SBF2 - scrambled,3,4,0.32352038314619563,unnormalised,11_PML,NA,0.9658814849702507,0.9091984788823662,1.0260983324071757,-0.05008191569698637,-0.13733282440373393,0.03716899300976122
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.057619032047918586,relative_to_Cytoplasm (combined),11_PML,4,1.1475303385818179,1.0360574329711123,1.2709969892204012,0.1985322963344568,0.051103979825601796,0.3459606128433116
SBF2 - scrambled,Cytoplasm (combined),4,0.0012757369462426532,unnormalised,11_PML,NA,0.8431452628543283,0.8089557199693871,0.8787797857472301,-0.2461468848997807,-0.30586735926415265,-0.18642641053540912
