siRNA,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
SBF2 - scrambled,16 - Nucleus (combined),4,0.013908997253974428,relative_to_Nucleus (combined),07_H2B,4,0.9530073644177546,0.9317440440275859,0.9747559348043285,-0.06944073220238405,-0.1019944030199866,-0.036887061384781365
SBF2 - scrambled,Nucleus (combined),4,0.013084024520569545,unnormalised,07_H2B,NA,1.257259357258007,1.1314869299415913,1.3970122407816188,0.33028229083525906,0.17821991980820306,0.4823446618623149
SBF2 - scrambled,8,4,0.00808046731725334,unnormalised,07_H2B,NA,1.2747615977947973,1.156655232261855,1.4049278349215621,0.35022746368125923,0.2099589000299394,0.4904960273325793
SBF2 - scrambled,8 - Nucleus (combined),4,0.08709526005777041,relative_to_Nucleus (combined),07_H2B,4,1.0139209467288925,1.0018140979799073,1.0261741058431704,0.01994517284600044,0.0026148191067231217,0.03727552658527757
SBF2 - scrambled,Nucleus (combined),4,0.012068418556049716,unnormalised,07_H2B,NA,1.2571561627671075,1.1342366448408434,1.3933967173182684,0.33016387112366746,0.18172167266170744,0.47860606958562724
SBF2 - scrambled,1,4,0.018768943971703627,unnormalised,07_H2B,NA,1.2510929301603877,1.1152696071031152,1.4034575226728891,0.3231889556924749,0.15739251177145397,0.48898539961349563
SBF2 - scrambled,1 - Nucleus (combined),4,0.5253937751140814,relative_to_Nucleus (combined),07_H2B,4,0.9951770251092957,0.981698021976859,1.0088410989267875,-0.006974915431192592,-0.026648786433066545,0.01269895557068162
SBF2 - scrambled,Nucleus (combined),4,0.011964093739768597,unnormalised,07_H2B,NA,1.2569202465381912,1.1344154066672367,1.3926543106453522,0.32989311151328965,0.18194903128270018,0.47783719174387906
SBF2 - scrambled,18,4,0.021776551181722507,unnormalised,07_H2B,NA,1.2197205846193278,1.0963197054554683,1.3570113691662953,0.28655069094130153,0.13266857404321003,0.440432807839393
SBF2 - scrambled,18 - Nucleus (combined),4,0.010324843889999677,relative_to_Nucleus (combined),07_H2B,4,0.9704041190987903,0.957958843394318,0.9830110769970524,-0.043342420571988026,-0.06196441983027857,-0.024720421313697526
SBF2 - scrambled,Cytoplasm (combined),4,5.608326519014068e-4,unnormalised,01_CDK9_pT186,NA,0.8662341820805992,0.8422066129791573,0.8909472410226901,-0.20717099181324816,-0.24775389134095885,-0.16658809228553748
SBF2 - scrambled,0,4,8.009531114240119e-4,unnormalised,01_CDK9_pT186,NA,0.8574922160210064,0.8296317638488447,0.8862882697805957,-0.22180451976385124,-0.269456963670237,-0.17415207585746545
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.31239994281653644,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,0.9899080800083465,0.9730148479056661,1.007094608037075,-0.01463352795060314,-0.03946627463284369,0.01019921873163742
SBF2 - scrambled,Cytoplasm (combined),4,3.528592414184985e-4,unnormalised,01_CDK9_pT186,NA,0.8687192582826834,0.8477200768998959,0.8902386180011779,-0.20303807448943056,-0.23834013945857532,-0.1677360095202857
SBF2 - scrambled,10,4,5.168651674659544e-4,unnormalised,01_CDK9_pT186,NA,0.8854760701602187,0.8650575889212893,0.9063765012501682,-0.17547477597078592,-0.20913191533387415,-0.1418176366076978
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.1879030494268875,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.0192890991166246,0.9955066369139656,1.0436397197699137,0.027563298518644554,-0.00649716064831765,0.061623757685606885
SBF2 - scrambled,Cytoplasm (combined),4,1.9356312791886105e-4,unnormalised,01_CDK9_pT186,NA,0.8664643711798902,0.8481400431463522,0.8851846019898554,-0.20678766757794764,-0.23762559558042548,-0.17594973957546972
SBF2 - scrambled,11,4,0.00121595919114222,unnormalised,01_CDK9_pT186,NA,0.9159418447455288,0.8968753041163585,0.9354137181672235,-0.12667209368379195,-0.15702067901631522,-0.09632350835126878
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.0028867678782087723,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.0571027213712938,1.0395544967383619,1.0749471692313235,0.0801155738941556,0.05596539082094051,0.10426575696737071
SBF2 - scrambled,Cytoplasm (combined),4,3.6117058902063924e-4,unnormalised,01_CDK9_pT186,NA,0.8655494489517105,0.843963284176821,0.8876877260262994,-0.20831185158713378,-0.2447478576707845,-0.17187584550348292
SBF2 - scrambled,12,4,7.801559727353948e-4,unnormalised,01_CDK9_pT186,NA,0.87856480002577,0.8546267485426933,0.9031733551056316,-0.1867793963280314,-0.22663362295845751,-0.14692516969760527
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.14952921692388968,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.0150370970599343,0.9985003490252219,1.031847719846749,0.02153245525910239,-0.0021651629248057485,0.045230073443010346
SBF2 - scrambled,Cytoplasm (combined),4,3.277075416770335e-4,unnormalised,01_CDK9_pT186,NA,0.8682199006333877,0.8475391201213462,0.8894053123446665,-0.20386760363029752,-0.23864813418702643,-0.16908707307356838
SBF2 - scrambled,13,4,0.004443046432162995,unnormalised,01_CDK9_pT186,NA,0.879152325484513,0.8415988062782176,0.9183815443166365,-0.18581494068839516,-0.24879543657097436,-0.12283444480581575
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.4096332473526547,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.0125917694850692,0.9859548117954837,1.039948362097542,0.01805266294190236,-0.02040656825628011,0.056511894140084874
SBF2 - scrambled,Cytoplasm (combined),4,1.8476854848519555e-4,unnormalised,01_CDK9_pT186,NA,0.8672415504064159,0.849226694424501,0.885638559985456,-0.2054942155834257,-0.23577837353979386,-0.1752100576270576
SBF2 - scrambled,14,4,0.017666890858463576,unnormalised,01_CDK9_pT186,NA,0.9380050002419764,0.9082523044254777,0.9687323403330186,-0.09233248152296301,-0.13883497382382082,-0.04582998922210515
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.004073822156117281,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.081596009557428,1.0538777109312407,1.110043334019119,0.11316173406046279,0.07570747032556205,0.15061599779536342
SBF2 - scrambled,Cytoplasm (combined),4,2.886263701736665e-4,unnormalised,01_CDK9_pT186,NA,0.8670098859423405,0.8468159971221627,0.8876853352751533,-0.20587965124570018,-0.23987957146673022,-0.17187973102467027
SBF2 - scrambled,15,4,0.4638441373157076,unnormalised,01_CDK9_pT186,NA,0.9582478594402648,0.8641894699775219,1.062543564833917,-0.06152922458879471,-0.21058044288098746,0.08752199370339785
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.11478460658590493,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.105232910232343,1.0024991855992509,1.2184945418488997,0.14435042665690548,0.0036010646778023027,0.28509978863600843
SBF2 - scrambled,Cytoplasm (combined),4,3.313447947009705e-4,unnormalised,01_CDK9_pT186,NA,0.8680118576419703,0.8472434224984303,0.8892893883852606,-0.20421334387150147,-0.23915156337370289,-0.16927512436930023
SBF2 - scrambled,19,4,0.007214061862651367,unnormalised,01_CDK9_pT186,NA,0.8645055070400974,0.8170392204229269,0.9147293704160154,-0.21005294078946046,-0.29152276100654584,-0.12858312057237514
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.8641826582282401,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,0.9959604807572582,0.9535572807551448,1.0402492847044176,-0.005839596917958872,-0.06860849019384138,0.05692929635792365
SBF2 - scrambled,Cytoplasm (combined),4,2.291215395578807e-4,unnormalised,01_CDK9_pT186,NA,0.866361643660366,0.847227583434664,0.8859278336560132,-0.20695872281590533,-0.23917853455074714,-0.1747389110810635
SBF2 - scrambled,2,4,6.048779393589057e-4,unnormalised,01_CDK9_pT186,NA,0.8811852614546731,0.8591996017056243,0.9037335020448227,-0.18248272990312198,-0.21893477034598965,-0.14603068946025427
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.05087562328790176,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.0171101963051798,1.0049276733502392,1.029440405376727,0.02447599291278346,0.00709167149991183,0.04186031432565493
SBF2 - scrambled,Cytoplasm (combined),4,2.1221497702276994e-4,unnormalised,01_CDK9_pT186,NA,0.8668163596183776,0.8481069163455621,0.8859385377254837,-0.2062017128937311,-0.23768194571382908,-0.1747214800736332
SBF2 - scrambled,3,4,5.211308204944677e-4,unnormalised,01_CDK9_pT186,NA,0.9167040741037781,0.9015070064755827,0.9321573248374146,-0.12547200962252816,-0.14958939061932186,-0.10135462862573455
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.0024580781441989317,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.057552806810619,1.0406054018365547,1.074776218938642,0.08072970327120302,0.05742310155138458,0.10403630499102147
SBF2 - scrambled,Cytoplasm (combined),4,0.00026572197390593866,unnormalised,01_CDK9_pT186,NA,0.866845200732296,0.8470467690121596,0.887106390723778,-0.20615371167713928,-0.23948646587400882,-0.1728209574802697
SBF2 - scrambled,4,4,7.36497961970748e-4,unnormalised,01_CDK9_pT186,NA,0.8879094985299284,0.865994923768907,0.9103786361108637,-0.17151545961367642,-0.20756952660382444,-0.1354613926235285
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.035641376588000886,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.0242999531863792,1.0089505251323931,1.0398828961013182,0.03463825206346266,0.012855432228075699,0.056421071898849845
SBF2 - scrambled,Cytoplasm (combined),4,3.060599472621085e-4,unnormalised,01_CDK9_pT186,NA,0.8665051144972684,0.8459387469730435,0.8875714892320093,-0.2067198300511734,-0.24137489092451897,-0.17206476917782795
SBF2 - scrambled,5,4,9.179197645137468e-4,unnormalised,01_CDK9_pT186,NA,0.8917683196557844,0.8693169670074374,0.9147995105620633,-0.16525914651086152,-0.20204579201045172,-0.12847250101127153
SBF2 - scrambled,5 - Cytoplasm (combined),4,0.01854255396054558,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.029155286836562,1.014149179956089,1.044383435255064,0.041460683540311814,0.02026988641689733,0.06265148066372642
SBF2 - scrambled,Cytoplasm (combined),4,2.4327076071124516e-4,unnormalised,01_CDK9_pT186,NA,0.8672155619456424,0.8479027321517927,0.8869682834635108,-0.20553744919608072,-0.23802932053621087,-0.17304557785595034
SBF2 - scrambled,6,4,0.0019145351558199067,unnormalised,01_CDK9_pT186,NA,0.8970801293232338,0.8711478270535539,0.9237843835855858,-0.15669123904697832,-0.19901054109081492,-0.1143719370031419
SBF2 - scrambled,6 - Cytoplasm (combined),4,0.008492958704756044,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,1.0344373056574176,1.0203073467427262,1.0487629465296764,0.04884621014910229,0.029003800070412266,0.06868862022779229
SBF2 - scrambled,Cytoplasm (combined),4,2.5501387918896583e-4,unnormalised,01_CDK9_pT186,NA,0.8674822516224975,0.847973782479169,0.8874395322458265,-0.20509385392054977,-0.23790843442907395,-0.17227927341202573
SBF2 - scrambled,9,4,4.5839088263762166e-4,unnormalised,01_CDK9_pT186,NA,0.8270473727654745,0.7983514634510395,0.8567747265615451,-0.2739581264383073,-0.32490408158570516,-0.22301217129090947
SBF2 - scrambled,9 - Cytoplasm (combined),4,0.02034403249752885,relative_to_Cytoplasm (combined),01_CDK9_pT186,4,0.9533882349968595,0.9297562667644357,0.9776208659432674,-0.06886427251775755,-0.10507552793124551,-0.032653017104269544
SBF2 - scrambled,Cytoplasm (combined),4,0.00648680237863799,unnormalised,01_PABPC1,NA,0.6915143996337131,0.6018607835418925,0.7945228829940705,-0.532168801481438,-0.7324982791995365,-0.3318393237633395
SBF2 - scrambled,0,4,0.3498608876550379,unnormalised,01_PABPC1,NA,0.9290417916960539,0.8105876542566033,1.0648060653099725,-0.10618459912277686,-0.30295989245895105,0.09059069421339734
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.003906379337907397,relative_to_Cytoplasm (combined),01_PABPC1,4,1.3434887143176717,1.2197616492096832,1.4797660892752569,0.4259842023586609,0.28659926164212163,0.5653691430752004
SBF2 - scrambled,Cytoplasm (combined),4,0.006917637111781398,unnormalised,01_PABPC1,NA,0.6923598658167166,0.6013558489267454,0.7971356471368347,-0.5304059967936601,-0.7337091446220241,-0.32710284896529623
SBF2 - scrambled,10,4,1.7704371363279586e-4,unnormalised,01_PABPC1,NA,0.5271679356733419,0.4801922971401456,0.5787390469551512,-0.9236654719842177,-1.0583158336906366,-0.7890151102777991
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.025829153377425047,relative_to_Cytoplasm (combined),01_PABPC1,4,0.76140741498857345,0.6524513408771098,0.8885586024242335,-0.39325947519055776,-0.6160577838453818,-0.17046116653573357
SBF2 - scrambled,Cytoplasm (combined),4,0.007169639655712227,unnormalised,01_PABPC1,NA,0.6920010338278612,0.60006660647674,0.7980204624790941,-0.5311539016825673,-0.7368054483321933,-0.3255023550329411
SBF2 - scrambled,11,4,0.002300086812626841,unnormalised,01_PABPC1,NA,0.7575757754666493,0.7002123905135555,0.8196385316074816,-0.4005378955130761,-0.5141355038802982,-0.2869402871458538
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.3003141526484306,relative_to_Cytoplasm (combined),01_PABPC1,4,1.0947610457690446,0.9429464527585621,1.2710178227269964,0.1306160061694911,-0.08475224820025055,0.34598426053923265
SBF2 - scrambled,Cytoplasm (combined),4,0.007583821527548257,unnormalised,01_PABPC1,NA,0.6916625662180632,0.5982926561616373,0.7996038403287885,-0.5318597171016914,-0.741076740375542,-0.32264269382784105
SBF2 - scrambled,12,4,0.20516584913242844,unnormalised,01_PABPC1,NA,0.9480930874408865,0.8847811390210407,1.0159354249433388,-0.07689937943868924,-0.1766074630792484,0.022808704201869704
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.01962594492180919,relative_to_Cytoplasm (combined),01_PABPC1,4,1.370745120160193,1.1634055810091026,1.6150362479894969,0.45496033766300226,0.2183541300923577,0.6915665452336466
SBF2 - scrambled,Cytoplasm (combined),4,0.006355236153567631,unnormalised,01_PABPC1,NA,0.6913447834711323,0.6021361063929359,0.7937700539101137,-0.5325227122784689,-0.7318384653377435,-0.3332069592191946
SBF2 - scrambled,13,4,0.3979565759012479,unnormalised,01_PABPC1,NA,0.9275356584377256,0.7936088930515061,1.0840634539331822,-0.10852534872007631,-0.33349990246723565,0.11644920502708286
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.0032104705701018047,relative_to_Cytoplasm (combined),01_PABPC1,4,1.3416397731110612,1.2247314415332418,1.4697077414294863,0.4239973635583927,0.2924654304974217,0.5555292966193637
SBF2 - scrambled,Cytoplasm (combined),4,0.00737479936407381,unnormalised,01_PABPC1,NA,0.6919639274646698,0.5993386503678436,0.79890405302321,-0.5312312637078664,-0.7385566809389392,-0.3239058464767936
SBF2 - scrambled,14,4,0.0022099924009711404,unnormalised,01_PABPC1,NA,0.8490348622651098,0.810927237892046,0.8889332651044801,-0.23610430131590548,-0.30235562340616007,-0.16985297922565096
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.04027796999035456,relative_to_Cytoplasm (combined),01_PABPC1,4,1.2269929523290932,1.0730870216128143,1.402972615214869,0.29512696239196085,0.101767075683046,0.4884868491008759
SBF2 - scrambled,Cytoplasm (combined),4,0.0065323338955071,unnormalised,01_PABPC1,NA,0.6907895795811023,0.6008284369915919,0.794220469402506,-0.5336817746146993,-0.7349749981872056,-0.33238855104219306
SBF2 - scrambled,15,4,0.0023275079467772056,unnormalised,01_PABPC1,NA,0.7386386163265225,0.677640352275391,0.8051276812202512,-0.43705940569012086,-0.5614083077405235,-0.31271050363971814
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.37073927726653727,relative_to_Cytoplasm (combined),01_PABPC1,4,1.0692671663843512,0.9386345902245704,1.2180802678857967,0.09662236892457862,-0.09136446786240372,0.28460920571156106
SBF2 - scrambled,Cytoplasm (combined),4,0.006614571848477874,unnormalised,01_PABPC1,NA,0.691809854093628,0.6017569246748923,0.7953392052440741,-0.5315525313777932,-0.7327472563817805,-0.3303578063738059
SBF2 - scrambled,19,4,0.822649334961571,unnormalised,01_PABPC1,NA,1.0267178963757406,0.827282164630251,1.2742322798768084,0.038039837539894435,-0.27354861545083897,0.34962829053062755
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.004816220973575074,relative_to_Cytoplasm (combined),01_PABPC1,4,1.4841041802171073,1.2943271141824133,1.7017067738159724,0.5695923689176876,0.37220227449349613,0.766982463341879
SBF2 - scrambled,Cytoplasm (combined),4,0.006949471984225123,unnormalised,01_PABPC1,NA,0.6922074440032681,0.6010631710728325,0.7971726909807246,-0.5307236385489064,-0.7344114703333345,-0.3270358067644781
SBF2 - scrambled,2,4,4.7605046135128595e-4,unnormalised,01_PABPC1,NA,0.5934767482213865,0.5380876700221258,0.6545674065806938,-0.752736587147934,-0.8940868462655311,-0.6113863280303369
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.07437799748559797,relative_to_Cytoplasm (combined),01_PABPC1,4,0.8573683414745024,0.7561055293202703,0.9721929604503321,-0.222012948599028,-0.4033404900679586,-0.04068540713009728
SBF2 - scrambled,Cytoplasm (combined),4,0.006907671409048719,unnormalised,01_PABPC1,NA,0.6916859461173918,0.6005807035701609,0.796611421599596,-0.5318109512780104,-0.735569972491229,-0.32805193006479155
SBF2 - scrambled,3,4,0.002649849114200314,unnormalised,01_PABPC1,NA,0.7371904439296468,0.6738633706136626,0.8064687506701692,-0.4398907252001585,-0.5694719879309248,-0.31030946246939223
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.4271403885779667,relative_to_Cytoplasm (combined),01_PABPC1,4,1.0657878016283016,0.9252234060128858,1.2277074171682463,0.09192022607785189,-0.11212633160284946,0.29596678375855295
SBF2 - scrambled,Cytoplasm (combined),4,0.0069311273258666145,unnormalised,01_PABPC1,NA,0.6912888220959887,0.6000228477781179,0.7964367312418987,-0.5326394969394519,-0.7369106579185323,-0.3283683359603718
SBF2 - scrambled,4,4,0.7064001920964291,unnormalised,01_PABPC1,NA,1.0200943701361214,0.9263942303405981,1.123271810102731,0.02870262379443854,-0.11030182675551455,0.16770707434439133
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.00683037855152851,relative_to_Cytoplasm (combined),01_PABPC1,4,1.4756413492166611,1.2718670324516403,1.7120637110316506,0.5613421207338904,0.34694785171519094,0.77573638975259
SBF2 - scrambled,Cytoplasm (combined),4,0.006736754019037432,unnormalised,01_PABPC1,NA,0.6920007832888565,0.6015539588549902,0.796046766916591,-0.5311544240104646,-0.7332339432199494,-0.3290749048009797
SBF2 - scrambled,5,4,8.050394906589675e-4,unnormalised,01_PABPC1,NA,0.6300826127795829,0.570483430754132,0.6959082026314756,-0.6663870960626646,-0.8097431097160583,-0.5230310824092704
SBF2 - scrambled,5 - Cytoplasm (combined),4,0.3311625139740474,relative_to_Cytoplasm (combined),01_PABPC1,4,0.9105229762674595,0.7710498627487472,1.0752250021229897,-0.13523267205220002,-0.3751039345988468,0.10463859049444676
SBF2 - scrambled,Cytoplasm (combined),4,0.006889598832348512,unnormalised,01_PABPC1,NA,0.6920774558227002,0.6011133712809549,0.7968067718030427,-0.5309945846584163,-0.7342909828861082,-0.3276981864307247
SBF2 - scrambled,6,4,6.71502249724518e-4,unnormalised,01_PABPC1,NA,0.4999524425999161,0.4336496749446737,0.5763925567187662,-1.000137228176836,-1.2053980667668625,-0.7948763895868098
SBF2 - scrambled,6 - Cytoplasm (combined),4,0.01919001918247294,relative_to_Cytoplasm (combined),01_PABPC1,4,0.7223937702256211,0.6107055443783357,0.8545079769858721,-0.4691426435184196,-0.7114511519318074,-0.22683413510503198
SBF2 - scrambled,Cytoplasm (combined),4,0.006447068536629174,unnormalised,01_PABPC1,NA,0.6918571934862932,0.6024151341847921,0.7945789357142846,-0.53145381354364,-0.7311700802907309,-0.3317375467965488
SBF2 - scrambled,9,4,0.21441795249854895,unnormalised,01_PABPC1,NA,0.8901204529606646,0.7625078393851804,1.0390901966565376,-0.16792751708860248,-0.3911759248208897,0.05532089064368477
SBF2 - scrambled,9 - Cytoplasm (combined),4,0.0032903541944632546,relative_to_Cytoplasm (combined),01_PABPC1,4,1.2865667385422646,1.1892076588822693,1.3918964954186765,0.3635262964550376,0.2500006598111782,0.4770519330988968
SBF2 - scrambled,Cytoplasm (combined),4,0.004178606685640785,unnormalised,02_CDK7,NA,0.6363104514786773,0.54731123862838,0.7397819779394587,-0.6521972766568054,-0.8695666133703572,-0.43482793994325386
SBF2 - scrambled,0,4,0.007628129839692444,unnormalised,02_CDK7,NA,0.695217334994189,0.6024393008903985,0.8022835531514465,-0.5244640392046246,-0.7311122057702533,-0.3178158726389964
SBF2 - scrambled,0 - Cytoplasm (combined),4,0.0027484404939987304,relative_to_Cytoplasm (combined),02_CDK7,4,1.0925756969394769,1.0641745364500874,1.121734840155868,0.12773323745218074,0.08973478826450851,0.1657316866398531
SBF2 - scrambled,Cytoplasm (combined),4,0.0036947806641141373,unnormalised,02_CDK7,NA,0.6364069307496026,0.5501524785876573,0.736184598396929,-0.6519785475533566,-0.862096567859283,-0.4418605272474303
SBF2 - scrambled,10,4,0.001546812661879596,unnormalised,02_CDK7,NA,0.6331630954044608,0.5634465007984049,0.7115058924211769,-0.6593509260019339,-0.8276494617693306,-0.4910523902345369
SBF2 - scrambled,10 - Cytoplasm (combined),4,0.9115780672986074,relative_to_Cytoplasm (combined),02_CDK7,4,0.9949028912345109,0.9140981407583147,1.0828506468305992,-0.007372378448577162,-0.129579028526981,0.1148342716298269
SBF2 - scrambled,Cytoplasm (combined),4,0.003623148761285665,unnormalised,02_CDK7,NA,0.6352824309404642,0.5492940350665557,0.7347317489306526,-0.6545299736639002,-0.8643494695640423,-0.44471047776375794
SBF2 - scrambled,11,4,0.0050890116177489935,unnormalised,02_CDK7,NA,0.6971647814371695,0.6140615686955772,0.7915146579011713,-0.520428403979835,-0.7035447806622073,-0.33731202729746307
SBF2 - scrambled,11 - Cytoplasm (combined),4,0.08920793131592748,relative_to_Cytoplasm (combined),02_CDK7,4,1.0974091954740437,1.0114695308003514,1.190650737010386,0.13410156968406514,0.016452861245369023,0.25175027812276113
SBF2 - scrambled,Cytoplasm (combined),4,0.003513408150936379,unnormalised,02_CDK7,NA,0.6352737977238455,0.5499496937782656,0.7338358446967224,-0.6545495794058924,-0.8626284396245415,-0.4464707191872435
SBF2 - scrambled,12,4,0.006397566908591701,unnormalised,02_CDK7,NA,0.7250519108855575,0.6427025395998265,0.8179526936459929,-0.46384380473065123,-0.6377769217802389,-0.2899106876810634
SBF2 - scrambled,12 - Cytoplasm (combined),4,0.025149598214881,relative_to_Cytoplasm (combined),02_CDK7,4,1.1413219205378573,1.0596372719974902,1.2293034236561924,0.19070577467524144,0.08357049549838506,0.29784105385209747
SBF2 - scrambled,Cytoplasm (combined),4,0.003718281434320538,unnormalised,02_CDK7,NA,0.6359578991321281,0.5495007531131133,0.7360180075773192,-0.6529968336603178,-0.8638066364393178,-0.4421870308813176
SBF2 - scrambled,13,4,0.006992319679618059,unnormalised,02_CDK7,NA,0.7494941300423601,0.6708447012245401,0.8373643705354875,-0.41601091570280607,-0.5759492698994008,-0.2560725615062113
SBF2 - scrambled,13 - Cytoplasm (combined),4,0.010563874065748121,relative_to_Cytoplasm (combined),02_CDK7,4,1.1785279042294645,1.0977037029651828,1.2653032118736944,0.23698591795751167,0.13448868826901128,0.33948314764601184
SBF2 - scrambled,Cytoplasm (combined),4,0.0038741030310668946,unnormalised,02_CDK7,NA,0.6360928505135688,0.5487524380730588,0.7373345180848354,-0.6526907237200495,-0.86577265042051,-0.43960879701958927
SBF2 - scrambled,14,4,0.017423714061058068,unnormalised,02_CDK7,NA,0.7406597952737782,0.6371308635385442,0.8610113929943186,-0.43311706838266917,-0.6503383695206043,-0.21589576724473397
SBF2 - scrambled,14 - Cytoplasm (combined),4,0.025438745866736702,relative_to_Cytoplasm (combined),02_CDK7,4,1.1643894357180469,1.068638804422695,1.2687193768377423,0.2195736553373806,0.09577431038089426,0.343373000293867
SBF2 - scrambled,Cytoplasm (combined),4,0.0038110188637974995,unnormalised,02_CDK7,NA,0.6358869228950139,0.5488790889529819,0.7366871627050215,-0.6531578549793315,-0.8654397179332387,-0.44087599202542443
SBF2 - scrambled,15,4,0.00705315203468913,unnormalised,02_CDK7,NA,0.6839411936594583,0.5907934492781477,0.7917751237016409,-0.5480558096345074,-0.7592742653085685,-0.33683735396044673
SBF2 - scrambled,15 - Cytoplasm (combined),4,0.0697888225554581,relative_to_Cytoplasm (combined),02_CDK7,4,1.075570465493561,1.0148872857569091,1.1398820760467487,0.10510204534482394,0.02131950937189058,0.18888458131775746
SBF2 - scrambled,Cytoplasm (combined),4,0.003586752021047134,unnormalised,02_CDK7,NA,0.6368407231752055,0.5512926322182299,0.7356639341658657,-0.6509955020264669,-0.8591097743095095,-0.4428812297434244
SBF2 - scrambled,19,4,0.009774853776579003,unnormalised,02_CDK7,NA,0.7539716303525645,0.6690930535017787,0.8496175777066156,-0.40741785457600777,-0.5797212285797828,-0.2351144805722329
SBF2 - scrambled,19 - Cytoplasm (combined),4,0.017328787060267803,relative_to_Cytoplasm (combined),02_CDK7,4,1.1839249641470153,1.0879543495961277,1.2883613372664442,0.24357764745045896,0.12161802258734096,0.36553727231357713
SBF2 - scrambled,Cytoplasm (combined),4,0.003386742111622803,unnormalised,02_CDK7,NA,0.6364122024453475,0.5520347639234612,0.7336865681116659,-0.6519665969955597,-0.8571689725202378,-0.44676422147088146
SBF2 - scrambled,2,4,0.001641542034098358,unnormalised,02_CDK7,NA,0.6237904264278966,0.5519432289386654,0.7049900709015445,-0.6808666836485002,-0.8574082111097553,-0.5043251561872448
SBF2 - scrambled,2 - Cytoplasm (combined),4,0.6360247547167852,relative_to_Cytoplasm (combined),02_CDK7,4,0.9801672941389984,0.9077286786894999,1.0583866600830345,-0.028900086652940415,-0.1396669564057277,0.0818667830998469
SBF2 - scrambled,Cytoplasm (combined),4,0.0035858274480173023,unnormalised,02_CDK7,NA,0.6355415883039389,0.5498145558354345,0.7346351713991163,-0.6539415600950411,-0.8629829935046266,-0.44490012668545564
SBF2 - scrambled,3,4,0.003390835753221088,unnormalised,02_CDK7,NA,0.7289271121623349,0.6598582162393867,0.8052256102431569,-0.45615353298145994,-0.5997720290566546,-0.3125350369062651
SBF2 - scrambled,3 - Cytoplasm (combined),4,0.03051485581157932,relative_to_Cytoplasm (combined),02_CDK7,4,1.1469384939978713,1.0567118769540091,1.2448690487003558,0.19778802711358118,0.07958206512810934,0.3159939890990527
SBF2 - scrambled,Cytoplasm (combined),4,0.0033308803193945777,unnormalised,02_CDK7,NA,0.6344822234766139,0.5501891487200471,0.7316896250032486,-0.6563483507759035,-0.8620004089630744,-0.4506962925887323
SBF2 - scrambled,4,4,0.006697461304827555,unnormalised,02_CDK7,NA,0.7262067901886519,0.6431125337136031,0.8200373565584413,-0.46154767517929396,-0.6368568882434396,-0.28623846211514836
SBF2 - scrambled,4 - Cytoplasm (combined),4,0.0033020761156910714,relative_to_Cytoplasm (combined),02_CDK7,4,1.1445660151192854,1.0972617581300765,1.1939096147837682,0.1948006755966095,0.13390773003356632,0.25569362115965244
SBF2 - scrambled,Cytoplasm (combined),4,0.00360186947986683,unnormalised,02_CDK7,NA,0.6360225092258388,0.5502669904923105,0.7351424658055788,-0.6528502706138186,-0.861796308254279,-0.44390423297335857
SBF2 - scrambled,5,4,0.0030770067570273776,unnormalised,02_CDK7,NA,0.6577288277781844,0.5784235138280491,0.747907373314474,-0.6044351909504491,-0.7898018935775986,-0.41906848832329974
