treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
Meayamycin (12.5h) - Unperturbed,all,6,0.04026485285081915,unnormalised,01_CDK9_pT186,NA,0.7824693974049026,0.6507064243622133,0.9409133442555042,-0.3538937659418349,-0.619921297495726,-0.08786623438794393
Meayamycin (12.5h) - Unperturbed,0,6,0.007518135875499568,unnormalised,01_CDK9_pT186,NA,0.7465164167917793,0.6457707219460683,0.8629792921862744,-0.4217541075835928,-0.6309060615860194,-0.21260215358116624
Meayamycin (12.5h) - Unperturbed,0 - all,6,0.1755104700314811,relative_to_all,01_CDK9_pT186,6,0.9540519019243907,0.8984644547504865,1.0130785105108293,-0.0678603416417579,-0.1544666662434987,0.01874598295998298
Meayamycin (12.5h) - Unperturbed,all,6,0.03999401765333124,unnormalised,01_CDK9_pT186,NA,0.7827170209675361,0.6512982269417711,0.9406534665218237,-0.35343727681746506,-0.6186097957208962,-0.08826475791403393
Meayamycin (12.5h) - Unperturbed,1,6,0.006497925449816454,unnormalised,01_CDK9_pT186,NA,0.6538913425837454,0.5331996849443954,0.8019019890279241,-0.612877172526794,-0.9072521669160138,-0.31850217813757387
Meayamycin (12.5h) - Unperturbed,1 - all,6,1.3153105984594653e-4,relative_to_all,01_CDK9_pT186,6,0.8354121924874636,0.8020580503110757,0.8701533898774875,-0.25943989570932896,-0.31822143692898264,-0.20065835448967526
Meayamycin (12.5h) - Unperturbed,all,6,0.039929325771734685,unnormalised,01_CDK9_pT186,NA,0.7828882347477076,0.6516028859660239,0.9406250360566092,-0.35312173205077724,-0.617935101276156,-0.08830836282539822
Meayamycin (12.5h) - Unperturbed,2,6,0.8075109995913199,unnormalised,01_CDK9_pT186,NA,1.0154920784469774,0.9021636198334251,1.1430566902919082,0.022178985641120124,-0.14853898500404988,0.19289695628629017
Meayamycin (12.5h) - Unperturbed,2 - all,6,4.4334987453408e-4,relative_to_all,01_CDK9_pT186,6,1.2971098981634694,1.2052446617204977,1.3959772163702184,0.3753007176918974,0.2693260397516526,0.481275395632142
Meayamycin (12.5h) - Unperturbed,all,6,0.039427205034380554,unnormalised,01_CDK9_pT186,NA,0.7827442830858946,0.6518241914864872,0.93995991665546,-0.35338702846848064,-0.6174451983341583,-0.08932885860280299
Meayamycin (12.5h) - Unperturbed,3,6,0.20017106342844015,unnormalised,01_CDK9_pT186,NA,0.8791025355879244,0.7376089655043712,1.047738441666946,-0.18589664856647856,-0.43907190331467916,0.06727860618172217
Meayamycin (12.5h) - Unperturbed,3 - all,6,1.1553599104467021e-5,relative_to_all,01_CDK9_pT186,6,1.1231031060644054,1.1039428953191095,1.1425958645142618,0.16749037990200225,0.14266554641799417,0.19231521338601024
